"PLATZ_ID","BEREICH","REGAL","FACH","EBENE","PLATZ_TYP","PLATZ_ART","KAPA","IST_LHM","FREI_LHM","ABC_KLASSE","ZUSTAND"
"034707203","03","47","072","03","P","R","1","1","0","B","150.0"
"034707303","03","47","073","03","P","R","1","1","0","B","150.0"
"032206406","03","22","064","06","P","R","1","1","0","B",""
"032003006","03","20","030","06","P","R","1","0","0","B",""
"032003506","03","20","035","06","P","R","1","1","0","B",""
"030300605","03","03","006","05","P","R","1","0","1","C","150.0"
"032105701","03","21","057","01","P","R","1","1","0","B",""
"034804602","03","48","046","02","P","R","1","2","0","A","150.0"
"032206206","03","22","062","06","P","R","1","0","1","B",""
"032603103","03","26","031","03","P","R","1","1","0","A",""
"032801902","03","28","019","02","P","R","1","1","0","A",""
"032908105","03","29","081","05","P","R","1","0","1","A","150.0"
"032001702","03","20","017","02","P","R","1","1","0","B","150.0"
"032203402","03","22","034","02","P","R","1","1","0","B",""
"032302905","03","23","029","05","P","R","1","0","1","B",""
"032202204","03","22","022","04","P","R","1","1","0","B",""
"031302606","03","13","026","06","P","R","1","0","1","C",""
"032603903","03","26","039","03","P","R","1","0","1","A",""
"030501204","03","05","012","04","P","R","1","0","1","C","150.0"
"032106105","03","21","061","05","P","R","1","0","1","B",""
"030903203","03","09","032","03","P","R","1","0","1","B",""
"032707401","03","27","074","01","P","R","1","1","0","A","150.0"
"030904402","03","09","044","02","P","R","1","0","1","B",""
"031601302","03","16","013","02","P","R","1","0","1","C",""
"032705202","03","27","052","02","P","R","1","0","1","A",""
"034803204","03","48","032","04","P","R","1","0","1","A","150.0"
"031604006","03","16","040","06","P","R","1","1","0","C",""
"031505505","03","15","055","05","P","R","1","1","0","C",""
"032300703","03","23","007","03","P","R","1","1","0","B",""
"031403303","03","14","033","03","P","R","1","0","1","C",""
"032509104","03","25","091","04","P","R","1","1","0","A","150.0"
"031205603","03","12","056","03","P","R","1","0","1","C",""
"030601605","03","06","016","05","P","R","1","0","1","C",""
"031605806","03","16","058","06","P","R","1","1","0","C",""
"030602403","03","06","024","03","P","R","1","0","1","C",""
"031303006","03","13","030","06","P","R","1","0","1","C",""
"031405406","03","14","054","06","P","R","1","0","1","C",""
"031102206","03","11","022","06","P","R","1","0","1","C",""
"031100906","03","11","009","06","P","R","1","0","1","C",""
"030701303","03","07","013","03","P","R","1","0","1","C",""
"032603401","03","26","034","01","P","R","1","1","0","A",""
"030705704","03","07","057","04","P","R","1","0","1","B",""
"031504700","03","15","047","00","P","DK","1","1","0","C",""
"031602606","03","16","026","06","P","R","1","1","0","C",""
"031705902","03","17","059","02","P","R","1","1","0","C",""
"031107006","03","11","070","06","P","R","1","0","1","A",""
"030701704","03","07","017","04","P","R","1","0","1","C",""
"031806801","03","18","068","01","P","R","1","1","0","C",""
"031202302","03","12","023","02","P","R","1","0","1","C",""
"031200903","03","12","009","03","P","R","1","0","1","C",""
"031301403","03","13","014","03","P","R","1","1","0","C",""
"031106906","03","11","069","06","P","R","1","0","1","A",""
"031804201","03","18","042","01","P","R","1","1","0","C",""
"030302902","03","03","029","02","P","R","1","0","1","A","150.0"
"031803801","03","18","038","01","P","R","1","1","0","C",""
"031803803","03","18","038","03","P","R","1","0","1","C",""
"031803702","03","18","037","02","P","R","1","1","0","C",""
"030201001","03","02","010","01","P","R","1","0","1","C","150.0"
"031804303","03","18","043","03","P","R","1","0","1","C",""
"031803903","03","18","039","03","P","R","1","0","1","C",""
"030906604","03","09","066","04","P","R","1","0","1","A",""
"031800702","03","18","007","02","P","R","1","0","1","C",""
"031801002","03","18","010","02","P","R","1","0","1","C",""
"031801302","03","18","013","02","P","R","1","0","1","C",""
"031401106","03","14","011","06","P","R","1","0","1","C",""
"031800603","03","18","006","03","P","R","1","0","1","C",""
"031800602","03","18","006","02","P","R","1","0","1","C",""
"031800903","03","18","009","03","P","R","1","0","1","C",""
"031504102","03","15","041","02","P","R","1","1","0","C",""
"031504302","03","15","043","02","P","R","1","2","0","C",""
"031801203","03","18","012","03","P","R","1","1","0","C",""
"032302306","03","23","023","06","P","R","1","1","0","B",""
"031202206","03","12","022","06","P","R","1","0","1","C",""
"031801503","03","18","015","03","P","R","1","1","0","C",""
"031801502","03","18","015","02","P","R","1","2","0","C",""
"032802704","03","28","027","04","P","R","1","0","1","A",""
"031004704","03","10","047","04","P","R","1","0","1","B",""
"030902004","03","09","020","04","P","R","1","0","1","C",""
"031103405","03","11","034","05","P","R","1","0","1","B",""
"031102302","03","11","023","02","P","R","1","0","1","C",""
"031604702","03","16","047","02","P","R","1","1","0","C",""
"031102005","03","11","020","05","P","R","1","0","1","C",""
"031105003","03","11","050","03","P","R","1","0","1","A",""
"030500206","03","05","002","06","P","R","1","0","1","C","150.0"
"030501906","03","05","019","06","P","R","1","0","1","C","150.0"
"032702302","03","27","023","02","P","R","1","1","0","A",""
"031704402","03","17","044","02","P","R","1","0","1","C",""
"031806002","03","18","060","02","P","R","1","1","0","C",""
"031403003","03","14","030","03","P","R","1","0","1","C",""
"030605806","03","06","058","06","P","R","1","0","1","B",""
"032304402","03","23","044","02","P","R","1","1","0","B",""
"031201406","03","12","014","06","P","R","1","0","1","C",""
"031302106","03","13","021","06","P","R","1","0","1","C",""
"031002903","03","10","029","03","P","R","1","0","1","B",""
"031604701","03","16","047","01","P","R","1","1","0","C",""
"031202904","03","12","029","04","P","R","1","0","1","C",""
"031504806","03","15","048","06","P","R","1","0","1","C",""
"031102904","03","11","029","04","P","R","1","0","1","B",""
"031900604","03","19","006","04","P","R","1","1","0","C",""
"031000703","03","10","007","03","P","R","1","0","1","C",""
"030602702","03","06","027","02","P","R","1","0","1","B",""
"032304702","03","23","047","02","P","R","1","1","0","B",""
"032306206","03","23","062","06","P","R","1","0","1","B",""
"032102902","03","21","029","02","P","R","1","1","0","B",""
"032406704","03","24","067","04","P","R","1","1","0","A",""
"032106802","03","21","068","02","P","R","1","1","0","B",""
"032304102","03","23","041","02","P","R","1","1","0","B",""
"032101302","03","21","013","02","P","R","1","0","1","B",""
"032200503","03","22","005","03","P","R","1","1","0","B",""
"031201305","03","12","013","05","P","R","1","0","1","C",""
"030302103","03","03","021","03","P","R","1","0","1","A","150.0"
"030605603","03","06","056","03","P","R","1","0","1","B",""
"030604702","03","06","047","02","P","R","1","0","1","B",""
"031602402","03","16","024","02","P","R","1","1","0","C",""
"031701102","03","17","011","02","P","R","1","2","0","C",""
"032703304","03","27","033","04","P","R","1","0","1","A",""
"032104403","03","21","044","03","P","R","1","1","0","B",""
"032302400","03","23","024","00","P","S","1","0","1","B",""
"032004601","03","20","046","01","P","R","1","1","0","B","150.0"
"032103506","03","21","035","06","P","R","1","1","0","B",""
"032607706","03","26","077","06","P","R","1","0","1","A","150.0"
"032604301","03","26","043","01","P","R","1","1","0","A",""
"031602404","03","16","024","04","P","R","1","0","1","C",""
"031506204","03","15","062","04","P","R","1","1","0","C",""
"030401003","03","04","010","03","P","R","1","0","1","C","150.0"
"030101103","03","01","011","03","P","R","1","1","0","C","150.0"
"030102401","03","01","024","01","P","R","1","1","0","C","150.0"
"031204904","03","12","049","04","P","R","1","0","1","C",""
"031401702","03","14","017","02","P","R","1","1","0","C",""
"031401802","03","14","018","02","P","R","1","0","1","C",""
"031400204","03","14","002","04","P","R","1","0","1","C",""
"031402902","03","14","029","02","P","R","1","0","1","C",""
"031401004","03","14","010","04","P","R","1","1","0","C",""
"031400103","03","14","001","03","P","R","1","0","1","C",""
"031400502","03","14","005","02","P","R","1","1","0","C",""
"031400203","03","14","002","03","P","R","1","0","1","C",""
"031302802","03","13","028","02","P","R","1","1","0","C",""
"030502901","03","05","029","01","P","K","1","0","1","C","150.0"
"032500906","03","25","009","06","P","R","1","0","1","A",""
"030604802","03","06","048","02","P","R","1","0","1","B",""
"031306104","03","13","061","04","P","R","1","0","1","C",""
"030906804","03","09","068","04","P","R","1","0","1","A",""
"031303106","03","13","031","06","P","R","1","0","1","C",""
"030201103","03","02","011","03","P","R","1","0","1","C","150.0"
"032500402","03","25","004","02","P","R","1","0","1","A",""
"030402903","03","04","029","03","P","R","1","0","1","C","150.0"
"032500200","03","25","002","00","P","S","1","0","1","A",""
"030402205","03","04","022","05","P","R","1","0","1","C","150.0"
"031301102","03","13","011","02","P","R","1","0","1","C",""
"030704600","03","07","046","00","P","DK","1","1","0","B",""
"031105504","03","11","055","04","P","R","1","0","1","A",""
"030906006","03","09","060","06","P","R","1","0","1","A",""
"032106301","03","21","063","01","P","R","1","1","0","B",""
"031100104","03","11","001","04","P","R","1","0","1","C",""
"031203904","03","12","039","04","P","R","1","0","1","C",""
"031201606","03","12","016","06","P","R","1","0","1","C",""
"030500604","03","05","006","04","P","R","1","0","1","C","150.0"
"030706503","03","07","065","03","P","R","1","0","1","B",""
"030302805","03","03","028","05","P","R","1","0","1","A","150.0"
"030701506","03","07","015","06","P","R","1","0","1","C",""
"032107104","03","21","071","04","P","R","1","0","1","B",""
"032203804","03","22","038","04","P","R","1","1","0","B",""
"031205504","03","12","055","04","P","R","1","1","0","C",""
"030602506","03","06","025","06","P","R","1","0","1","B",""
"034100110","03","41","001","10","F","K","1","0","1","B","150.0"
"034100113","03","41","001","13","F","K","1","1","0","C","150.0"
"034100210","03","41","002","10","F","K","1","0","1","B","150.0"
"034100302","03","41","003","02","P","R","1","0","0","B","150.0"
"034100310","03","41","003","10","F","K","1","0","1","B","150.0"
"034100402","03","41","004","02","P","R","1","0","0","B","150.0"
"034100410","03","41","004","10","F","K","1","0","1","B","150.0"
"034100510","03","41","005","10","F","K","1","0","1","B","150.0"
"034100512","03","41","005","12","F","K","1","1","0","B","150.0"
"034100601","03","41","006","01","P","R","1","0","1","B","150.0"
"034100610","03","41","006","10","F","K","1","0","1","B","150.0"
"034100710","03","41","007","10","F","K","1","0","1","B","150.0"
"034100810","03","41","008","10","F","K","1","0","1","B","150.0"
"034100910","03","41","009","10","F","K","1","0","1","B","150.0"
"034100912","03","41","009","12","F","K","1","1","0","B","150.0"
"034101010","03","41","010","10","F","K","1","0","1","B","150.0"
"034101110","03","41","011","10","F","K","1","0","1","B","150.0"
"034101210","03","41","012","10","F","K","1","0","1","B","150.0"
"034101303","03","41","013","03","P","R","1","0","1","B","150.0"
"034101304","03","41","013","04","P","R","1","0","1","B","150.0"
"034101310","03","41","013","10","F","K","1","0","1","B","150.0"
"034101401","03","41","014","01","P","R","1","0","1","B","150.0"
"034101402","03","41","014","02","P","R","1","0","0","B","150.0"
"034101404","03","41","014","04","P","R","1","0","0","B","150.0"
"034101410","03","41","014","10","F","K","1","0","1","B","150.0"
"034101510","03","41","015","10","F","K","1","0","1","B","150.0"
"034101610","03","41","016","10","F","K","1","0","1","B","150.0"
"034101710","03","41","017","10","F","K","1","0","1","B","150.0"
"034101810","03","41","018","10","F","K","1","0","1","B","150.0"
"034101910","03","41","019","10","F","K","1","0","1","B","150.0"
"034102010","03","41","020","10","F","K","1","0","1","B","150.0"
"034102110","03","41","021","10","F","K","1","0","1","B","150.0"
"034102210","03","41","022","10","F","K","1","0","1","B","150.0"
"034102310","03","41","023","10","F","K","1","0","1","B","150.0"
"034102410","03","41","024","10","F","K","1","0","1","B","150.0"
"034102510","03","41","025","10","F","K","1","0","1","B","150.0"
"034102610","03","41","026","10","F","K","1","0","1","B","150.0"
"034102710","03","41","027","10","F","K","1","0","1","B","150.0"
"034102801","03","41","028","01","P","R","1","0","1","X",""
"034102802","03","41","028","02","P","R","1","0","1","X",""
"034102803","03","41","028","03","P","R","1","0","1","X",""
"034102810","03","41","028","10","F","K","1","0","1","B","150.0"
"034102901","03","41","029","01","P","R","1","0","1","X",""
"034102902","03","41","029","02","P","R","1","0","1","X",""
"034102903","03","41","029","03","P","R","1","0","1","X",""
"034102910","03","41","029","10","F","K","1","0","1","B","150.0"
"034103001","03","41","030","01","P","R","1","0","1","X",""
"034103002","03","41","030","02","P","R","1","0","1","X",""
"034103003","03","41","030","03","P","R","1","0","1","X",""
"034103010","03","41","030","10","F","K","1","0","1","B","150.0"
"034103101","03","41","031","01","P","R","1","0","1","X",""
"034103102","03","41","031","02","P","R","1","0","1","X",""
"034103103","03","41","031","03","P","R","1","0","1","X",""
"034103110","03","41","031","10","F","K","1","0","1","B","150.0"
"034103201","03","41","032","01","P","R","1","0","1","X",""
"034103202","03","41","032","02","P","R","1","0","1","X",""
"034103203","03","41","032","03","P","R","1","0","1","X",""
"034103210","03","41","032","10","F","K","1","0","1","B","150.0"
"034103301","03","41","033","01","P","R","1","0","1","X",""
"034103302","03","41","033","02","P","R","1","0","1","X",""
"034103303","03","41","033","03","P","R","1","0","1","X",""
"034103310","03","41","033","10","F","K","1","0","1","B","150.0"
"034103401","03","41","034","01","P","R","1","0","1","X",""
"034103402","03","41","034","02","P","R","1","0","1","X",""
"034103403","03","41","034","03","P","R","1","0","1","X",""
"034103410","03","41","034","10","F","K","1","0","1","B","150.0"
"034103501","03","41","035","01","P","R","1","0","1","X",""
"034103502","03","41","035","02","P","R","1","0","1","X",""
"034103503","03","41","035","03","P","R","1","0","1","X",""
"034103510","03","41","035","10","F","K","1","0","1","B","150.0"
"034103601","03","41","036","01","P","R","1","0","1","X",""
"034103602","03","41","036","02","P","R","1","0","1","X",""
"034103603","03","41","036","03","P","R","1","0","1","X",""
"034103610","03","41","036","10","F","K","1","0","1","B","150.0"
"034103701","03","41","037","01","P","R","1","0","1","X",""
"034103702","03","41","037","02","P","R","1","0","1","X",""
"034103703","03","41","037","03","P","R","1","0","1","X",""
"034103710","03","41","037","10","F","K","1","0","1","B","150.0"
"034103801","03","41","038","01","P","R","1","0","1","X",""
"034103802","03","41","038","02","P","R","1","0","1","X",""
"034103803","03","41","038","03","P","R","1","0","1","X",""
"034103810","03","41","038","10","F","K","1","0","1","B","150.0"
"034103901","03","41","039","01","P","R","1","0","1","X",""
"034103902","03","41","039","02","P","R","1","0","1","X",""
"034103903","03","41","039","03","P","R","1","0","1","X",""
"034103910","03","41","039","10","F","K","1","0","1","B","150.0"
"034104001","03","41","040","01","P","R","1","0","1","X",""
"034104002","03","41","040","02","P","R","1","0","1","X",""
"034104003","03","41","040","03","P","R","1","0","1","X",""
"034104010","03","41","040","10","F","K","1","0","1","B","150.0"
"034104101","03","41","041","01","P","R","1","0","1","X",""
"034104102","03","41","041","02","P","R","1","0","1","X",""
"034104103","03","41","041","03","P","R","1","0","1","X",""
"034104110","03","41","041","10","F","K","1","0","1","B","150.0"
"034104201","03","41","042","01","P","R","1","0","1","X",""
"034104202","03","41","042","02","P","R","1","0","1","X",""
"034104203","03","41","042","03","P","R","1","0","1","X",""
"034104210","03","41","042","10","F","K","1","0","1","B","150.0"
"034104301","03","41","043","01","P","R","1","0","1","X",""
"034104302","03","41","043","02","P","R","1","0","1","X",""
"034104303","03","41","043","03","P","R","1","0","1","X",""
"034104310","03","41","043","10","F","K","1","0","1","B","150.0"
"034104401","03","41","044","01","P","R","1","0","1","X",""
"034104402","03","41","044","02","P","R","1","0","1","X",""
"034104403","03","41","044","03","P","R","1","0","1","X",""
"034104410","03","41","044","10","F","K","1","0","1","B","150.0"
"034104501","03","41","045","01","P","R","1","0","1","X",""
"034104502","03","41","045","02","P","R","1","0","1","X",""
"034104503","03","41","045","03","P","R","1","0","1","X",""
"034104510","03","41","045","10","F","K","1","0","1","B","150.0"
"034104601","03","41","046","01","P","R","1","0","1","X",""
"034104602","03","41","046","02","P","R","1","0","1","X",""
"034104603","03","41","046","03","P","R","1","0","1","X",""
"034104610","03","41","046","10","F","K","1","0","1","B","150.0"
"034104701","03","41","047","01","P","R","1","0","1","X",""
"034104702","03","41","047","02","P","R","1","0","1","X",""
"034104703","03","41","047","03","P","R","1","0","1","X",""
"034104710","03","41","047","10","F","K","1","0","1","B","150.0"
"034104801","03","41","048","01","P","R","1","0","1","X",""
"034104802","03","41","048","02","P","R","1","0","1","X",""
"034104803","03","41","048","03","P","R","1","0","1","X",""
"034104810","03","41","048","10","F","K","1","0","1","B","150.0"
"034104901","03","41","049","01","P","R","1","0","1","X",""
"034104902","03","41","049","02","P","R","1","0","1","X",""
"034104903","03","41","049","03","P","R","1","0","1","X",""
"034104910","03","41","049","10","F","K","1","0","1","B","150.0"
"034105001","03","41","050","01","P","R","1","0","1","X",""
"034105002","03","41","050","02","P","R","1","0","1","X",""
"034105003","03","41","050","03","P","R","1","0","1","X",""
"034105010","03","41","050","10","F","K","1","0","1","B","150.0"
"034105101","03","41","051","01","P","R","1","0","1","X",""
"034105102","03","41","051","02","P","R","1","0","1","X",""
"034105103","03","41","051","03","P","R","1","0","1","X",""
"034105110","03","41","051","10","F","K","1","0","1","B","150.0"
"034105201","03","41","052","01","P","R","1","0","1","X",""
"034105202","03","41","052","02","P","R","1","0","1","X",""
"034105203","03","41","052","03","P","R","1","0","1","X",""
"034105210","03","41","052","10","F","K","1","0","1","B","150.0"
"034105301","03","41","053","01","P","R","1","0","1","X",""
"034105302","03","41","053","02","P","R","1","0","1","X",""
"034105303","03","41","053","03","P","R","1","0","1","X",""
"034105310","03","41","053","10","F","K","1","0","1","B","150.0"
"034105401","03","41","054","01","P","R","1","0","1","X",""
"034105402","03","41","054","02","P","R","1","0","1","X",""
"034105403","03","41","054","03","P","R","1","0","1","X",""
"034105410","03","41","054","10","F","K","1","0","1","B","150.0"
"034105501","03","41","055","01","P","R","1","0","1","X",""
"034105502","03","41","055","02","P","R","1","0","1","X",""
"034105503","03","41","055","03","P","R","1","0","1","X",""
"034105510","03","41","055","10","F","K","1","0","1","B","150.0"
"034105601","03","41","056","01","P","R","1","0","1","X",""
"034105602","03","41","056","02","P","R","1","0","1","X",""
"034105603","03","41","056","03","P","R","1","0","1","X",""
"034105610","03","41","056","10","F","K","1","0","1","B","150.0"
"034105612","03","41","056","12","F","K","1","2","0","B","150.0"
"034105701","03","41","057","01","P","R","1","0","1","X",""
"034105702","03","41","057","02","P","R","1","0","1","X",""
"034105703","03","41","057","03","P","R","1","0","1","X",""
"034105710","03","41","057","10","F","K","1","0","1","B","150.0"
"034105801","03","41","058","01","P","R","1","0","1","X",""
"034105802","03","41","058","02","P","R","1","0","1","X",""
"034105803","03","41","058","03","P","R","1","0","1","X",""
"034105810","03","41","058","10","F","K","1","0","1","B","150.0"
"034105813","03","41","058","13","F","K","1","1","0","C","150.0"
"034105901","03","41","059","01","P","R","1","0","1","X",""
"034105902","03","41","059","02","P","R","1","0","1","X",""
"034105903","03","41","059","03","P","R","1","0","1","X",""
"034105910","03","41","059","10","F","K","1","0","1","B","150.0"
"034106001","03","41","060","01","P","R","1","0","1","X",""
"034106002","03","41","060","02","P","R","1","0","1","X",""
"034106003","03","41","060","03","P","R","1","0","1","X",""
"034106010","03","41","060","10","F","K","1","0","1","B","150.0"
"034106101","03","41","061","01","P","R","1","0","1","X",""
"034106102","03","41","061","02","P","R","1","0","1","X",""
"034106103","03","41","061","03","P","R","1","0","1","X",""
"034106110","03","41","061","10","F","K","1","0","1","B","150.0"
"034106201","03","41","062","01","P","R","1","0","1","X",""
"034106202","03","41","062","02","P","R","1","0","1","X",""
"034106203","03","41","062","03","P","R","1","0","1","X",""
"034106210","03","41","062","10","F","K","1","0","1","B","150.0"
"034106301","03","41","063","01","P","R","1","0","1","X",""
"034106302","03","41","063","02","P","R","1","0","1","X",""
"034106303","03","41","063","03","P","R","1","0","1","X",""
"034106310","03","41","063","10","F","K","1","0","1","B","150.0"
"034106401","03","41","064","01","P","R","1","0","1","X",""
"034106402","03","41","064","02","P","R","1","0","1","X",""
"034106403","03","41","064","03","P","R","1","0","1","X",""
"034106501","03","41","065","01","P","R","1","0","1","X",""
"034106502","03","41","065","02","P","R","1","0","1","X",""
"034106503","03","41","065","03","P","R","1","0","1","X",""
"034106601","03","41","066","01","P","R","1","0","1","X",""
"034106602","03","41","066","02","P","R","1","0","1","X",""
"034106603","03","41","066","03","P","R","1","0","1","X",""
"034106701","03","41","067","01","P","R","1","0","1","X",""
"034106702","03","41","067","02","P","R","1","0","1","X",""
"034106703","03","41","067","03","P","R","1","0","1","X",""
"034106801","03","41","068","01","P","R","1","0","1","X",""
"034106802","03","41","068","02","P","R","1","0","1","X",""
"034106803","03","41","068","03","P","R","1","0","1","X",""
"034106901","03","41","069","01","P","R","1","0","1","X",""
"034106902","03","41","069","02","P","R","1","0","1","X",""
"034106903","03","41","069","03","P","R","1","0","1","X",""
"034107001","03","41","070","01","P","R","1","0","1","X",""
"034107002","03","41","070","02","P","R","1","0","1","X",""
"034107003","03","41","070","03","P","R","1","0","1","X",""
"034107101","03","41","071","01","P","R","1","0","1","X",""
"034107102","03","41","071","02","P","R","1","0","1","X",""
"034107103","03","41","071","03","P","R","1","0","1","X",""
"034107201","03","41","072","01","P","R","1","0","1","X",""
"034107202","03","41","072","02","P","R","1","0","1","X",""
"034107203","03","41","072","03","P","R","1","0","1","X",""
"034107301","03","41","073","01","P","R","1","0","1","X",""
"034107302","03","41","073","02","P","R","1","0","1","X",""
"034107303","03","41","073","03","P","R","1","0","1","X",""
"034200110","03","42","001","10","F","K","1","0","1","B","150.0"
"034200210","03","42","002","10","F","K","1","0","1","B","150.0"
"034200310","03","42","003","10","F","K","1","0","1","B","150.0"
"034200410","03","42","004","10","F","K","1","0","1","B","150.0"
"034200510","03","42","005","10","F","K","1","0","1","B","150.0"
"034200610","03","42","006","10","F","K","1","0","1","B","150.0"
"034200710","03","42","007","10","F","K","1","0","1","B","150.0"
"034200810","03","42","008","10","F","K","1","0","1","B","150.0"
"034200813","03","42","008","13","F","K","1","1","0","C","150.0"
"034200910","03","42","009","10","F","K","1","0","1","B","150.0"
"034201010","03","42","010","10","F","K","1","0","1","B","150.0"
"034201110","03","42","011","10","F","K","1","0","1","B","150.0"
"034201210","03","42","012","10","F","K","1","0","1","B","150.0"
"034201310","03","42","013","10","F","K","1","0","1","B","150.0"
"034201410","03","42","014","10","F","K","1","0","1","B","150.0"
"034201510","03","42","015","10","F","K","1","0","1","B","150.0"
"034201604","03","42","016","04","P","R","1","0","1","B","150.0"
"034201610","03","42","016","10","F","K","1","0","1","B","150.0"
"034201710","03","42","017","10","F","K","1","0","1","B","150.0"
"034201810","03","42","018","10","F","K","1","0","1","B","150.0"
"034201910","03","42","019","10","F","K","1","0","1","B","150.0"
"034202010","03","42","020","10","F","K","1","0","1","B","150.0"
"034202110","03","42","021","10","F","K","1","0","1","B","150.0"
"034202210","03","42","022","10","F","K","1","0","1","B","150.0"
"034202310","03","42","023","10","F","K","1","0","1","B","150.0"
"034202410","03","42","024","10","F","K","1","0","1","B","150.0"
"034202504","03","42","025","04","P","R","1","0","1","B","150.0"
"034202510","03","42","025","10","F","K","1","0","1","B","150.0"
"034202604","03","42","026","04","P","R","1","0","1","B","150.0"
"034202610","03","42","026","10","F","K","1","0","1","B","150.0"
"034202710","03","42","027","10","F","K","1","0","1","B","150.0"
"034202801","03","42","028","01","P","R","1","0","1","X",""
"034202802","03","42","028","02","P","R","1","0","1","X",""
"034202803","03","42","028","03","P","R","1","0","1","X",""
"034202810","03","42","028","10","F","K","1","0","1","B","150.0"
"034202901","03","42","029","01","P","R","1","0","1","X",""
"034202902","03","42","029","02","P","R","1","0","1","X",""
"034202903","03","42","029","03","P","R","1","0","1","X",""
"034202910","03","42","029","10","F","K","1","0","1","B","150.0"
"034203001","03","42","030","01","P","R","1","0","1","X",""
"034203002","03","42","030","02","P","R","1","0","1","X",""
"034203003","03","42","030","03","P","R","1","0","1","X",""
"034203010","03","42","030","10","F","K","1","0","1","B","150.0"
"034203101","03","42","031","01","P","R","1","0","1","X",""
"034203102","03","42","031","02","P","R","1","0","1","X",""
"034203103","03","42","031","03","P","R","1","0","1","X",""
"034203110","03","42","031","10","F","K","1","0","1","B","150.0"
"034203201","03","42","032","01","P","R","1","0","1","X",""
"034203202","03","42","032","02","P","R","1","0","1","X",""
"034203203","03","42","032","03","P","R","1","0","1","X",""
"034203210","03","42","032","10","F","K","1","0","1","B","150.0"
"034203301","03","42","033","01","P","R","1","0","1","X",""
"034203302","03","42","033","02","P","R","1","0","1","X",""
"034203303","03","42","033","03","P","R","1","0","1","X",""
"034203310","03","42","033","10","F","K","1","0","1","B","150.0"
"034203401","03","42","034","01","P","R","1","0","1","X",""
"034203402","03","42","034","02","P","R","1","0","1","X",""
"034203403","03","42","034","03","P","R","1","0","1","X",""
"034203410","03","42","034","10","F","K","1","0","1","B","150.0"
"034203501","03","42","035","01","P","R","1","0","1","X",""
"034203502","03","42","035","02","P","R","1","0","1","X",""
"034203503","03","42","035","03","P","R","1","0","1","X",""
"034203510","03","42","035","10","F","K","1","0","1","B","150.0"
"034203601","03","42","036","01","P","R","1","0","1","X",""
"034203602","03","42","036","02","P","R","1","0","1","X",""
"034203603","03","42","036","03","P","R","1","0","1","X",""
"034203610","03","42","036","10","F","K","1","0","1","B","150.0"
"034203701","03","42","037","01","P","R","1","0","1","X",""
"034203702","03","42","037","02","P","R","1","0","1","X",""
"034203703","03","42","037","03","P","R","1","0","1","X",""
"034203710","03","42","037","10","F","K","1","0","1","B","150.0"
"034203801","03","42","038","01","P","R","1","0","1","X",""
"034203802","03","42","038","02","P","R","1","0","1","X",""
"034203803","03","42","038","03","P","R","1","0","1","X",""
"034203810","03","42","038","10","F","K","1","0","1","B","150.0"
"034203901","03","42","039","01","P","R","1","0","1","X",""
"034203902","03","42","039","02","P","R","1","0","1","X",""
"034203903","03","42","039","03","P","R","1","0","1","X",""
"034203910","03","42","039","10","F","K","1","0","1","B","150.0"
"034204001","03","42","040","01","P","R","1","0","1","X",""
"034204002","03","42","040","02","P","R","1","0","1","X",""
"034204003","03","42","040","03","P","R","1","0","1","X",""
"034204010","03","42","040","10","F","K","1","0","1","B","150.0"
"034204101","03","42","041","01","P","R","1","0","1","X",""
"034204102","03","42","041","02","P","R","1","0","1","X",""
"034204103","03","42","041","03","P","R","1","0","1","X",""
"034204110","03","42","041","10","F","K","1","0","1","B","150.0"
"034204201","03","42","042","01","P","R","1","0","1","X",""
"034204202","03","42","042","02","P","R","1","0","1","X",""
"034204203","03","42","042","03","P","R","1","0","1","X",""
"034204210","03","42","042","10","F","K","1","0","1","B","150.0"
"034204301","03","42","043","01","P","R","1","0","1","X",""
"034204302","03","42","043","02","P","R","1","0","1","X",""
"034204303","03","42","043","03","P","R","1","0","1","X",""
"034204310","03","42","043","10","F","K","1","0","1","B","150.0"
"034204401","03","42","044","01","P","R","1","0","1","X",""
"034204402","03","42","044","02","P","R","1","0","1","X",""
"034204403","03","42","044","03","P","R","1","0","1","X",""
"034204410","03","42","044","10","F","K","1","0","1","B","150.0"
"034204501","03","42","045","01","P","R","1","0","1","X",""
"034204502","03","42","045","02","P","R","1","0","1","X",""
"034204503","03","42","045","03","P","R","1","0","1","X",""
"034204510","03","42","045","10","F","K","1","0","1","B","150.0"
"034204601","03","42","046","01","P","R","1","0","1","X",""
"034204602","03","42","046","02","P","R","1","0","1","X",""
"034204603","03","42","046","03","P","R","1","0","1","X",""
"034204610","03","42","046","10","F","K","1","0","1","B","150.0"
"034204701","03","42","047","01","P","R","1","0","1","X",""
"034204702","03","42","047","02","P","R","1","0","1","X",""
"034204703","03","42","047","03","P","R","1","0","1","X",""
"034204710","03","42","047","10","F","K","1","0","1","B","150.0"
"034204801","03","42","048","01","P","R","1","0","1","X",""
"034204802","03","42","048","02","P","R","1","0","1","X",""
"034204803","03","42","048","03","P","R","1","0","1","X",""
"034204810","03","42","048","10","F","K","1","0","1","B","150.0"
"034204901","03","42","049","01","P","R","1","0","1","X",""
"034204902","03","42","049","02","P","R","1","0","1","X",""
"034204903","03","42","049","03","P","R","1","0","1","X",""
"034205001","03","42","050","01","P","R","1","0","1","X",""
"034205002","03","42","050","02","P","R","1","0","1","X",""
