"PLATZ_ID","BEREICH","REGAL","FACH","EBENE","PLATZ_TYP","PLATZ_ART","KAPA","IST_LHM","FREI_LHM","ABC_KLASSE","ZUSTAND"
"031803600","03","18","036","00","P","DK","1","1","0","C",""
"031706602","03","17","066","02","P","R","1","1","0","C",""
"031105800","03","11","058","00","P","DK","1","2","0","A",""
"031806100","03","18","061","00","P","DK","1","1","0","C",""
"031202701","03","12","027","01","P","DK","1","0","1","C",""
"030603800","03","06","038","00","P","DK","1","3","0","B",""
"031704803","03","17","048","03","P","R","1","1","0","C",""
"031205006","03","12","050","06","P","R","1","0","1","C",""
"031102105","03","11","021","05","P","R","1","0","1","C",""
"030602601","03","06","026","01","P","DK","1","0","1","B",""
"031604602","03","16","046","02","P","R","1","1","0","C",""
"031706003","03","17","060","03","P","R","1","0","1","C",""
"030704200","03","07","042","00","P","DK","1","0","1","B",""
"032503200","03","25","032","00","P","K","1","1","0","A",""
"031100704","03","11","007","04","P","R","1","0","1","C",""
"030904100","03","09","041","00","P","DK","1","0","1","B",""
"030904200","03","09","042","00","P","DK","1","1","0","B",""
"030203100","03","02","031","00","P","K","1","0","1","C","150.0"
"031704503","03","17","045","03","P","R","1","1","0","C",""
"030705806","03","07","058","06","P","R","1","0","1","B",""
"032706301","03","27","063","01","P","R","1","1","0","A",""
"031601000","03","16","010","00","P","K","1","1","0","C",""
"031203701","03","12","037","01","P","DK","1","0","1","C",""
"031602304","03","16","023","04","P","R","1","0","1","C",""
"031706000","03","17","060","00","P","DK","1","1","0","C",""
"031104406","03","11","044","06","P","R","1","0","1","B",""
"031505405","03","15","054","05","P","R","1","0","1","C",""
"031505305","03","15","053","05","P","R","1","1","0","C",""
"030601200","03","06","012","00","P","K","1","0","1","C",""
"031205700","03","12","057","00","P","DK","1","0","1","C",""
"030603000","03","06","030","00","P","DK","1","1","0","B",""
"030702800","03","07","028","00","P","DK","1","0","1","B",""
"031402300","03","14","023","00","P","DK","1","1","0","C",""
"030502900","03","05","029","00","P","K","1","1","0","C","150.0"
"030103101","03","01","031","01","P","R","1","0","1","C","150.0"
"031205100","03","12","051","00","P","DK","1","0","1","C",""
"031106100","03","11","061","00","P","DK","1","2","0","A",""
"031805000","03","18","050","00","P","DK","1","1","0","C",""
"031304201","03","13","042","01","P","R","1","0","1","C",""
"031404301","03","14","043","01","P","R","1","0","1","C",""
"031503701","03","15","037","01","P","R","1","1","0","C",""
"031603000","03","16","030","00","P","DK","1","1","0","C",""
"031503500","03","15","035","00","P","DK","1","1","0","C",""
"031600602","03","16","006","02","P","R","1","1","0","C",""
"034705500","03","47","055","00","P","K","1","1","0","A","150.0"
"030102202","03","01","022","02","P","R","1","0","1","C","150.0"
"031201905","03","12","019","05","P","R","1","0","1","C",""
"031202304","03","12","023","04","P","R","1","0","1","C",""
"032805304","03","28","053","04","P","R","1","1","0","A",""
"034704900","03","47","049","00","P","K","1","1","0","A","150.0"
"034804100","03","48","041","00","P","K","1","0","1","B","150.0"
"034606600","03","46","066","00","P","K","1","1","0","B","150.0"
"032908200","03","29","082","00","P","K","2","1","1","A","150.0"
"030102102","03","01","021","02","P","R","1","1","0","C","150.0"
"031203105","03","12","031","05","P","R","1","0","1","C",""
"030100504","03","01","005","04","P","R","1","1","0","C","150.0"
"032106703","03","21","067","03","P","R","1","1","0","B",""
"031602105","03","16","021","05","P","R","1","1","0","C",""
"031003701","03","10","037","01","P","DK","1","0","1","B",""
"030102402","03","01","024","02","P","R","1","1","0","C","150.0"
"031301005","03","13","010","05","P","R","1","0","1","C",""
"032104001","03","21","040","01","P","R","1","1","0","B",""
"031904102","03","19","041","02","P","R","1","1","0","C",""
"032106501","03","21","065","01","P","R","1","1","0","B",""
"031102800","03","11","028","00","P","DK","1","0","1","B",""
"031103703","03","11","037","03","P","R","1","0","1","B",""
"031203400","03","12","034","00","P","DK","1","1","0","C",""
"031004101","03","10","041","01","P","DK","1","0","1","B",""
"031004603","03","10","046","03","P","R","1","0","1","B",""
"031704900","03","17","049","00","P","DK","1","1","0","C",""
"031405800","03","14","058","00","P","DK","1","1","0","C",""
"031901500","03","19","015","00","P","K","1","1","0","C",""
"031402501","03","14","025","01","P","R","1","0","1","C",""
"031402205","03","14","022","05","P","R","1","0","1","C",""
"031304105","03","13","041","05","P","R","1","0","1","C",""
"030300801","03","03","008","01","P","K","1","0","1","C","150.0"
"030200503","03","02","005","03","P","R","1","0","1","C","150.0"
"031304001","03","13","040","01","P","R","1","0","1","C",""
"030301000","03","03","010","00","P","K","1","1","0","C","150.0"
"031503604","03","15","036","04","P","R","1","0","1","C",""
"031503800","03","15","038","00","P","DK","1","0","1","C",""
"031901301","03","19","013","01","P","R","1","1","0","C",""
"030302200","03","03","022","00","P","K","1","0","1","C","150.0"
"030300800","03","03","008","00","P","K","1","0","1","C","150.0"
"030403400","03","04","034","00","P","K","1","2","0","C","150.0"
"030103100","03","01","031","00","P","K","1","3","0","C","150.0"
"030303201","03","03","032","01","P","K","1","0","1","C","150.0"
"030805301","03","08","053","01","P","DK","1","0","1","A",""
"032601003","03","26","010","03","P","R","1","0","1","A",""
"030703500","03","07","035","00","P","DK","1","0","1","B",""
"030704201","03","07","042","01","P","DK","1","0","1","B",""
"030200902","03","02","009","02","P","R","1","0","1","C","150.0"
"030802801","03","08","028","01","P","DK","1","0","1","B",""
"030706000","03","07","060","00","P","DK","1","0","1","A",""
"031600205","03","16","002","05","P","R","1","0","1","C",""
"032004802","03","20","048","02","P","R","1","1","0","B","150.0"
"031003001","03","10","030","01","P","DK","1","0","1","B",""
"030900703","03","09","007","03","P","R","1","0","1","C",""
"030302701","03","03","027","01","P","K","1","0","1","C","150.0"
"034504700","03","45","047","00","P","K","1","0","1","A","150.0"
"031401500","03","14","015","00","P","K","1","1","0","C",""
"030805001","03","08","050","01","P","DK","1","0","1","A",""
"030402000","03","04","020","00","P","K","1","2","0","C","150.0"
"030101800","03","01","018","00","P","K","1","1","0","C","150.0"
"030402401","03","04","024","01","P","K","1","0","1","C","150.0"
"031102301","03","11","023","01","P","DK","1","0","1","B",""
"031102702","03","11","027","02","P","R","1","0","1","B",""
"030804201","03","08","042","01","P","DK","1","0","1","B",""
"031503200","03","15","032","00","P","DK","1","1","0","C",""
"034706300","03","47","063","00","P","K","1","1","0","B","150.0"
"030804103","03","08","041","03","P","R","1","0","1","B",""
"030902400","03","09","024","00","P","DK","1","0","1","B",""
"034705200","03","47","052","00","P","K","1","1","0","A","150.0"
"031902201","03","19","022","01","P","R","1","1","0","C",""
"032201204","03","22","012","04","P","R","1","1","0","B",""
"032201205","03","22","012","05","P","R","1","0","1","B",""
"031202800","03","12","028","00","P","DK","1","0","1","C",""
"030603300","03","06","033","00","P","DK","1","1","0","B",""
"031201805","03","12","018","05","P","R","1","0","1","C",""
"030705901","03","07","059","01","P","DK","1","0","1","A",""
"030706903","03","07","069","03","P","R","1","0","1","B",""
"031306105","03","13","061","05","P","R","1","0","1","C",""
"030904000","03","09","040","00","P","DK","1","2","0","B",""
"032406003","03","24","060","03","P","R","1","1","0","A",""
"030604201","03","06","042","01","P","DK","1","0","1","B",""
"030203001","03","02","030","01","P","R","1","0","1","C","150.0"
"031705900","03","17","059","00","P","DK","1","1","0","C",""
"031701200","03","17","012","00","P","K","1","0","1","C",""
"031906906","03","19","069","06","P","R","1","0","1","C",""
"030704206","03","07","042","06","P","R","1","0","1","B",""
"030803900","03","08","039","00","P","DK","1","0","1","B",""
"031406303","03","14","063","03","P","R","1","2","0","C",""
"030202900","03","02","029","00","P","K","1","0","1","C","150.0"
"031000501","03","10","005","01","P","K","1","0","1","C",""
"031605602","03","16","056","02","P","R","1","0","1","C",""
"032806201","03","28","062","01","P","R","1","1","0","A",""
"031202400","03","12","024","00","P","DK","1","0","1","C",""
"031704000","03","17","040","00","P","DK","1","1","0","C",""
"030401500","03","04","015","00","P","K","1","1","0","C","150.0"
"030701800","03","07","018","00","P","K","1","0","1","C",""
"032300804","03","23","008","04","P","R","1","1","0","B",""
"031005006","03","10","050","06","P","R","1","0","1","A",""
"031203700","03","12","037","00","P","DK","1","1","0","C",""
"031203800","03","12","038","00","P","DK","1","1","0","C",""
"031003400","03","10","034","00","P","DK","1","0","1","B",""
"031802400","03","18","024","00","P","DK","1","1","0","C",""
"031405906","03","14","059","06","P","R","1","0","1","C",""
"031403300","03","14","033","00","P","DK","1","1","0","C",""
"031903805","03","19","038","05","P","R","1","1","0","C",""
"030902701","03","09","027","01","P","DK","1","0","1","B",""
"031002401","03","10","024","01","P","DK","1","0","1","B",""
"030802900","03","08","029","00","P","DK","1","0","1","B",""
"032206402","03","22","064","02","P","R","1","1","0","B",""
"031205701","03","12","057","01","P","DK","1","0","1","C",""
"030805700","03","08","057","00","P","DK","1","0","1","A",""
"030704700","03","07","047","00","P","DK","1","1","0","B",""
"031402700","03","14","027","00","P","DK","1","1","0","C",""
"032604901","03","26","049","01","P","R","1","1","0","A",""
"032603604","03","26","036","04","P","R","1","1","0","A",""
"032601701","03","26","017","01","P","R","1","1","0","A",""
"031103100","03","11","031","00","P","DK","1","0","1","B",""
"031103000","03","11","030","00","P","DK","1","3","0","B",""
"031203200","03","12","032","00","P","DK","1","1","0","C",""
"030301701","03","03","017","01","P","K","1","0","1","C","150.0"
"030203103","03","02","031","03","P","R","1","0","1","C","150.0"
"030805000","03","08","050","00","P","DK","1","1","0","A",""
"031804700","03","18","047","00","P","DK","1","1","0","C",""
"030500701","03","05","007","01","P","K","1","0","1","C","150.0"
"030500702","03","05","007","02","P","R","1","0","1","C","150.0"
"030503100","03","05","031","00","P","K","1","1","0","C","150.0"
"030702400","03","07","024","00","P","DK","1","0","1","B",""
"030802401","03","08","024","01","P","DK","1","0","1","B",""
"032605506","03","26","055","06","P","R","1","0","1","A",""
"031000605","03","10","006","05","P","R","1","0","1","C",""
"031605500","03","16","055","00","P","DK","1","1","0","C",""
"031105700","03","11","057","00","P","DK","1","2","0","A",""
"030803503","03","08","035","03","P","R","1","0","1","B",""
"031203500","03","12","035","00","P","DK","1","1","0","C",""
"031303700","03","13","037","00","P","DK","1","1","0","C",""
"031100303","03","11","003","03","P","R","1","0","1","C",""
"031403501","03","14","035","01","P","R","1","0","1","C",""
"034606200","03","46","062","00","P","K","1","1","0","B","150.0"
"034812111","03","48","121","11","F","K","1","0","1","B","150.0"
"031102501","03","11","025","01","P","DK","1","0","1","B",""
"032906800","03","29","068","00","P","K","2","1","0","A",""
"030201000","03","02","010","00","P","K","1","0","1","C","150.0"
"032607500","03","26","075","00","P","K","2","1","1","A","150.0"
"034812611","03","48","126","11","F","K","1","0","1","B","150.0"
"031801600","03","18","016","00","P","K","1","1","0","C",""
"034607200","03","46","072","00","P","K","1","1","0","B","150.0"
"031003301","03","10","033","01","P","DK","1","0","1","B",""
"034804600","03","48","046","00","P","K","1","0","1","B","150.0"
"032007003","03","20","070","03","P","R","1","1","0","B","150.0"
"032506500","03","25","065","00","P","K","2","1","1","A",""
"031305900","03","13","059","00","P","DK","1","1","0","C",""
"032706900","03","27","069","00","P","K","2","1","1","A",""
"032908800","03","29","088","00","P","K","2","1","0","A","150.0"
"032609100","03","26","091","00","P","K","2","1","1","A","150.0"
"031306100","03","13","061","00","P","DK","1","1","0","C",""
"030502200","03","05","022","00","P","K","1","2","0","C","150.0"
"030806206","03","08","062","06","P","R","1","0","1","A",""
"031403900","03","14","039","00","P","DK","1","1","0","C",""
"031005900","03","10","059","00","P","DK","1","1","0","A",""
"032607001","03","26","070","01","P","R","1","0","1","A",""
"030705200","03","07","052","00","P","DK","1","1","0","A",""
"030707004","03","07","070","04","P","R","1","0","1","B",""
"031404201","03","14","042","01","P","R","1","1","0","C",""
"031502900","03","15","029","00","P","DK","1","1","0","C",""
"031503400","03","15","034","00","P","DK","1","1","0","C",""
"030501500","03","05","015","00","P","K","1","2","0","C","150.0"
"030706206","03","07","062","06","P","R","1","0","1","B",""
"031706200","03","17","062","00","P","DK","1","1","0","C",""
"030706306","03","07","063","06","P","R","1","0","1","B",""
"032601302","03","26","013","02","P","R","1","1","0","A",""
"031102401","03","11","024","01","P","DK","1","0","1","B",""
"030706506","03","07","065","06","P","R","1","0","1","B",""
"031504103","03","15","041","03","P","R","1","0","1","C",""
"032304004","03","23","040","04","P","R","1","1","0","B",""
"031606004","03","16","060","04","P","R","1","1","0","C",""
"031702400","03","17","024","00","P","DK","1","1","0","C",""
"031500802","03","15","008","02","P","R","1","0","1","C",""
"031806400","03","18","064","00","P","DK","1","1","0","C",""
"030604401","03","06","044","01","P","DK","1","0","1","B",""
"030604402","03","06","044","02","P","R","1","0","1","B",""
"034705800","03","47","058","00","P","K","1","2","0","B","150.0"
"030600703","03","06","007","03","P","R","1","0","1","C",""
"030303103","03","03","031","03","P","R","1","0","1","A","150.0"
"031402901","03","14","029","01","P","R","1","1","0","C",""
"031203600","03","12","036","00","P","DK","1","0","1","C",""
"030902602","03","09","026","02","P","R","1","0","1","B",""
"031504200","03","15","042","00","P","DK","1","1","0","C",""
"031806700","03","18","067","00","P","DK","1","1","0","C",""
"031605005","03","16","050","05","P","R","1","1","0","C",""
"030202700","03","02","027","00","P","K","1","0","1","C","150.0"
"030902700","03","09","027","00","P","DK","1","0","1","B",""
"030402200","03","04","022","00","P","K","1","2","0","C","150.0"
"031603100","03","16","031","00","P","DK","1","1","0","C",""
"031500703","03","15","007","03","P","R","1","0","1","C",""
"032405404","03","24","054","04","P","R","1","1","0","A",""
"030102600","03","01","026","00","P","K","1","1","0","C","150.0"
"031104200","03","11","042","00","P","DK","1","2","0","B",""
"030100300","03","01","003","00","P","K","1","0","1","C","150.0"
"032305805","03","23","058","05","P","R","1","1","0","B",""
"030401801","03","04","018","01","P","K","1","0","1","C","150.0"
"030201202","03","02","012","02","P","R","1","0","1","C","150.0"
"032506205","03","25","062","05","P","R","1","0","1","A",""
"030600600","03","06","006","00","P","K","1","1","0","C",""
"030705300","03","07","053","00","P","DK","1","2","0","A",""
"034606000","03","46","060","00","P","K","1","1","0","X",""
"032806704","03","28","067","04","P","R","1","0","1","A",""
"030701305","03","07","013","05","P","R","1","0","1","C",""
"030602900","03","06","029","00","P","DK","1","1","0","B",""
"030604000","03","06","040","00","P","DK","1","2","0","B",""
"030201200","03","02","012","00","P","K","1","0","1","C","150.0"
"031504400","03","15","044","00","P","DK","1","1","0","C",""
"034707000","03","47","070","00","P","K","1","0","1","B","150.0"
"031505001","03","15","050","01","P","R","1","1","0","C",""
"034607000","03","46","070","00","P","K","1","1","0","B","150.0"
"031904701","03","19","047","01","P","R","1","1","0","C",""
"032102501","03","21","025","01","P","R","1","1","0","B",""
"031205301","03","12","053","01","P","DK","1","2","0","C",""
"031800801","03","18","008","01","P","R","1","1","0","C",""
"032201301","03","22","013","01","P","R","1","1","0","B",""
"032604701","03","26","047","01","P","R","1","1","0","A",""
"032703201","03","27","032","01","P","R","1","1","0","A",""
"031803000","03","18","030","00","P","DK","1","1","0","C",""
"031203901","03","12","039","01","P","DK","1","0","1","C",""
"034504802","03","45","048","02","P","R","1","0","0","A","150.0"
"032306201","03","23","062","01","P","R","1","1","0","B",""
"030202200","03","02","022","00","P","K","1","0","1","C","150.0"
"031505100","03","15","051","00","P","DK","1","1","0","C",""
"032106100","03","21","061","00","P","K","1","1","0","B",""
"031403201","03","14","032","01","P","R","1","1","0","C",""
"030601901","03","06","019","01","P","K","1","0","1","C",""
"030805800","03","08","058","00","P","DK","1","1","0","A",""
"031305500","03","13","055","00","P","DK","1","1","0","C",""
"030402700","03","04","027","00","P","K","1","1","0","C","150.0"
"030905504","03","09","055","04","P","R","1","0","1","A",""
"034605403","03","46","054","03","P","R","1","1","0","A","150.0"
"034605404","03","46","054","04","P","R","1","0","1","A","150.0"
"034704202","03","47","042","02","P","R","1","0","1","A","150.0"
"034704203","03","47","042","03","P","R","1","0","1","A","150.0"
"030301800","03","03","018","00","P","K","1","1","0","C","150.0"
"030303400","03","03","034","00","P","K","1","0","1","C","150.0"
"030500900","03","05","009","00","P","K","1","2","0","C","150.0"
"034704204","03","47","042","04","P","R","1","0","1","A","150.0"
"034704301","03","47","043","01","P","R","1","1","0","A","150.0"
"034704303","03","47","043","03","P","R","1","0","1","A","150.0"
"034704502","03","47","045","02","P","R","1","1","0","A","150.0"
"034704503","03","47","045","03","P","R","1","1","0","A","150.0"
"034704602","03","47","046","02","P","R","1","1","0","A","150.0"
"030702600","03","07","026","00","P","DK","1","0","1","B",""
"031305904","03","13","059","04","P","R","1","1","0","C",""
"032601200","03","26","012","00","P","K","1","1","0","A",""
"030802701","03","08","027","01","P","DK","1","0","1","B",""
"030804400","03","08","044","00","P","DK","1","0","1","B",""
"032805600","03","28","056","00","P","K","1","1","0","A",""
"034704801","03","47","048","01","P","R","1","1","0","A","150.0"
"034704803","03","47","048","03","P","R","1","1","0","A","150.0"
"034704903","03","47","049","03","P","R","1","0","1","A","150.0"
"034704904","03","47","049","04","P","R","1","0","1","A","150.0"
"034705001","03","47","050","01","P","R","1","1","0","A","150.0"
"031005701","03","10","057","01","P","K","1","0","1","A",""
"031904706","03","19","047","06","P","R","1","1","0","C",""
"031005600","03","10","056","00","P","DK","1","2","0","A",""
"031604405","03","16","044","05","P","R","1","0","1","C",""
"031201400","03","12","014","00","P","K","1","0","1","C",""
"031403400","03","14","034","00","P","DK","1","1","0","C",""
"031102500","03","11","025","00","P","DK","1","2","0","B",""
"031105200","03","11","052","00","P","DK","1","2","0","A",""
"031603103","03","16","031","03","P","R","1","0","1","C",""
"031701400","03","17","014","00","P","K","1","1","0","C",""
"030604700","03","06","047","00","P","DK","1","2","0","B",""
"030604504","03","06","045","04","P","R","1","0","1","B",""
"031600905","03","16","009","05","P","R","1","1","0","C",""
"032406101","03","24","061","01","P","R","1","0","1","A",""
"031401100","03","14","011","00","P","K","1","1","0","C",""
"031400800","03","14","008","00","P","K","1","1","0","C",""
"031601105","03","16","011","05","P","R","1","0","1","C",""
"034706200","03","47","062","00","P","K","1","1","0","B","150.0"
"032502201","03","25","022","01","P","R","1","1","0","A",""
"032504901","03","25","049","01","P","R","1","1","0","A",""
"032205600","03","22","056","00","P","K","1","1","0","B",""
"031501705","03","15","017","05","P","R","1","0","1","C",""
"031501605","03","15","016","05","P","R","1","1","0","C",""
"031505000","03","15","050","00","P","DK","1","1","0","C",""
"031604803","03","16","048","03","P","R","1","1","0","C",""
"031501505","03","15","015","05","P","R","1","0","1","C",""
"031202700","03","12","027","00","P","DK","1","0","1","C",""
"031201505","03","12","015","05","P","R","1","0","1","C",""
"031602600","03","16","026","00","P","DK","1","1","0","C",""
"031602605","03","16","026","05","P","R","1","1","0","C",""
"031600806","03","16","008","06","P","R","1","0","1","C",""
"031404400","03","14","044","00","P","DK","1","1","0","C",""
"031403106","03","14","031","06","P","R","1","0","1","C",""
"031402106","03","14","021","06","P","R","1","0","1","C",""
"034802100","03","48","021","00","P","K","1","0","1","B","150.0"
"031404404","03","14","044","04","P","R","1","1","0","C",""
"031606602","03","16","066","02","P","R","1","0","1","C",""
"030102902","03","01","029","02","P","R","1","0","1","C","150.0"
"030200901","03","02","009","01","P","R","1","0","1","C","150.0"
"031600705","03","16","007","05","P","R","1","0","1","C",""
"030906103","03","09","061","03","P","R","1","0","1","A",""
"031104802","03","11","048","02","P","R","1","0","1","B",""
"030403300","03","04","033","00","P","K","1","1","0","C","150.0"
"031203102","03","12","031","02","P","R","1","0","1","C",""
"030502701","03","05","027","01","P","K","1","0","1","C","150.0"
"031001300","03","10","013","00","P","K","1","0","1","C",""
"031204004","03","12","040","04","P","R","1","0","1","C",""
"031605600","03","16","056","00","P","DK","1","1","0","C",""
"031605304","03","16","053","04","P","R","1","1","0","C",""
"031401103","03","14","011","03","P","R","1","1","0","C",""
"032201405","03","22","014","05","P","R","1","0","1","B",""
"031502105","03","15","021","05","P","R","1","1","0","C",""
"031506005","03","15","060","05","P","R","1","1","0","C",""
"031801102","03","18","011","02","P","R","1","1","0","C",""
"031805500","03","18","055","00","P","DK","1","1","0","C",""
"031503700","03","15","037","00","P","DK","1","1","0","C",""
"031602004","03","16","020","04","P","R","1","0","1","C",""
"031601805","03","16","018","05","P","R","1","0","1","C",""
"030903900","03","09","039","00","P","DK","1","2","0","B",""
"030904304","03","09","043","04","P","R","1","0","1","B",""
"032500800","03","25","008","00","P","K","1","0","1","A",""
"030602901","03","06","029","01","P","DK","1","0","1","B",""
"030805400","03","08","054","00","P","DK","1","0","1","A",""
"030804905","03","08","049","05","P","R","1","0","1","B",""
"031206000","03","12","060","00","P","DK","1","0","1","C",""
"031206305","03","12","063","05","P","R","1","0","1","C",""
"030701703","03","07","017","03","P","R","1","0","1","C",""
"031005801","03","10","058","01","P","DK","1","0","1","A",""
"030603402","03","06","034","02","P","R","1","0","1","B",""
"031105901","03","11","059","01","P","DK","1","0","1","A",""
"031106506","03","11","065","06","P","R","1","0","1","A",""
"031402800","03","14","028","00","P","DK","1","1","0","C",""
"031603300","03","16","033","00","P","DK","1","1","0","C",""
"032604400","03","26","044","00","P","K","1","1","0","A",""
"031305400","03","13","054","00","P","DK","1","1","0","C",""
"031303600","03","13","036","00","P","DK","1","1","0","C",""
"031402504","03","14","025","04","P","R","1","0","1","C",""
"031606405","03","16","064","05","P","R","1","1","0","C",""
"030706101","03","07","061","01","P","DK","1","0","1","A",""
"030903702","03","09","037","02","P","R","1","0","1","B",""
"031304605","03","13","046","05","P","R","1","0","1","C",""
"030705804","03","07","058","04","P","R","1","0","1","B",""
"030705000","03","07","050","00","P","DK","1","1","0","A",""
"030704702","03","07","047","02","P","R","1","0","1","B",""
"030703406","03","07","034","06","P","R","1","0","1","B",""
"030804500","03","08","045","00","P","DK","1","1","0","B",""
"030804606","03","08","046","06","P","R","1","0","1","B",""
"030803206","03","08","032","06","P","R","1","0","1","B",""
"030804300","03","08","043","00","P","DK","1","0","1","B",""
"030804504","03","08","045","04","P","R","1","0","1","B",""
"030604300","03","06","043","00","P","DK","1","2","0","B",""
"031500605","03","15","006","05","P","R","1","0","1","C",""
"032609200","03","26","092","00","P","K","2","1","1","A","150.0"
"034605800","03","46","058","00","P","K","1","1","0","X",""
"032806700","03","28","067","00","P","K","2","1","0","A",""
"032908300","03","29","083","00","P","K","2","1","0","A","150.0"
"032808500","03","28","085","00","P","K","2","1","1","A","150.0"
"034812412","03","48","124","12","F","K","1","1","0","B","150.0"
"031906600","03","19","066","00","P","K","1","1","0","C",""
"031305101","03","13","051","01","P","R","1","0","1","C",""
"030605300","03","06","053","00","P","DK","1","1","0","B",""
"030804200","03","08","042","00","P","DK","1","0","1","B",""
"031103900","03","11","039","00","P","DK","1","2","0","B",""
"032802000","03","28","020","00","P","K","1","1","0","A",""
"031402100","03","14","021","00","P","K","1","1","0","C",""
"034704400","03","47","044","00","P","K","1","1","0","A","150.0"
"034604900","03","46","049","00","P","K","1","0","1","A","150.0"
"032603301","03","26","033","01","P","R","1","1","0","A",""
"032205905","03","22","059","05","P","R","1","1","0","B",""
"030604200","03","06","042","00","P","DK","1","1","0","B",""
"030403301","03","04","033","01","P","K","1","0","1","C","150.0"
"030604400","03","06","044","00","P","DK","1","3","0","B",""
"030605500","03","06","055","00","P","DK","1","1","0","B",""
"030401800","03","04","018","00","P","K","1","1","0","C","150.0"
"031503501","03","15","035","01","P","R","1","1","0","C",""
"031702200","03","17","022","00","P","K","1","1","0","C",""
"031505800","03","15","058","00","P","DK","1","1","0","C",""
"030603801","03","06","038","01","P","DK","1","0","1","B",""
"030605400","03","06","054","00","P","DK","1","2","0","B",""
"031003901","03","10","039","01","P","DK","1","0","1","B",""
"031803700","03","18","037","00","P","DK","1","1","0","C",""
"031906400","03","19","064","00","P","K","1","1","0","C",""
"030502000","03","05","020","00","P","K","1","0","1","C","150.0"
"032803100","03","28","031","00","P","K","1","1","0","A",""
"030501200","03","05","012","00","P","K","1","0","1","C","150.0"
"032502200","03","25","022","00","P","K","1","0","0","A",""
"031704701","03","17","047","01","P","R","1","1","0","C",""
"031501903","03","15","019","03","P","R","1","0","1","C",""
"031403103","03","14","031","03","P","R","1","0","1","C",""
"032202900","03","22","029","00","P","K","1","1","0","B",""
"031804401","03","18","044","01","P","R","1","1","0","C",""
"030500504","03","05","005","04","P","R","1","0","1","C","150.0"
"030801904","03","08","019","04","P","R","1","0","1","C",""
"030503203","03","05","032","03","P","R","1","0","1","C","150.0"
"032403710","03","24","037","10","F","K","1","0","1","A","150.0"
"034801800","03","48","018","00","P","K","1","0","1","B","150.0"
"032405300","03","24","053","00","P","K","1","1","0","A",""
"031901205","03","19","012","05","P","R","1","0","0","C",""
"031904301","03","19","043","01","P","R","1","1","0","C",""
"032002002","03","20","020","02","P","R","1","1","0","B","150.0"
"032003101","03","20","031","01","P","R","1","1","0","B","150.0"
"032004303","03","20","043","03","P","R","1","1","0","B","150.0"
"032006103","03","20","061","03","P","R","1","1","0","B","150.0"
"032006505","03","20","065","05","P","R","1","1","0","B",""
"032103901","03","21","039","01","P","R","1","1","0","B",""
"032105601","03","21","056","01","P","R","1","1","0","B",""
"032302001","03","23","020","01","P","R","1","1","0","B",""
"032206605","03","22","066","05","P","R","1","0","1","B",""
"032303102","03","23","031","02","P","R","1","1","0","B",""
"032302901","03","23","029","01","P","R","1","1","0","B",""
"032405206","03","24","052","06","P","R","1","1","0","A",""
"032407303","03","24","073","03","P","R","1","1","0","A",""
"032501805","03","25","018","05","P","R","1","1","0","A",""
"032504101","03","25","041","01","P","R","1","1","0","A",""
"032603506","03","26","035","06","P","R","1","1","0","A",""
"032804404","03","28","044","04","P","R","1","0","1","A",""
"034802702","03","48","027","02","P","R","1","0","1","A","150.0"
"032600801","03","26","008","01","P","R","1","0","1","A",""
"032805100","03","28","051","00","P","K","1","1","0","A",""
"034704500","03","47","045","00","P","K","1","5","0","A","150.0"
"034604700","03","46","047","00","P","K","1","0","1","A","150.0"
"032202903","03","22","029","03","P","R","1","0","1","B",""
"034705004","03","47","050","04","P","R","1","0","1","A","150.0"
"034705101","03","47","051","01","P","R","1","1","0","A","150.0"
"034705102","03","47","051","02","P","R","1","1","0","A","150.0"
"034705103","03","47","051","03","P","R","1","1","0","A","150.0"
"034605903","03","46","059","03","P","R","1","1","0","B","150.0"
"034705203","03","47","052","03","P","R","1","1","0","A","150.0"
"034705204","03","47","052","04","P","R","1","0","1","A","150.0"
"034705303","03","47","053","03","P","R","1","1","0","A","150.0"
"034705402","03","47","054","02","P","R","1","1","0","A","150.0"
"034800502","03","48","005","02","P","R","1","0","1","A","150.0"
"034800902","03","48","009","02","P","R","1","0","1","A","150.0"
"034801204","03","48","012","04","P","R","1","0","1","A","150.0"
"034801801","03","48","018","01","P","R","1","0","1","A","150.0"
"034801802","03","48","018","02","P","R","1","1","0","A","150.0"
"034802104","03","48","021","04","P","R","1","0","1","A","150.0"
"034802206","03","48","022","06","P","R","1","0","1","A","150.0"
"034802306","03","48","023","06","P","R","1","0","1","A","150.0"
"034802401","03","48","024","01","P","R","1","1","0","A","150.0"
"034802404","03","48","024","04","P","R","1","0","1","A","150.0"
"034802406","03","48","024","06","P","R","1","0","1","A","150.0"
"034802606","03","48","026","06","P","R","1","0","1","A","150.0"
"034802705","03","48","027","05","P","R","1","0","1","A","150.0"
"034802803","03","48","028","03","P","R","1","1","0","A","150.0"
"034101701","03","41","017","01","P","R","1","0","1","B","150.0"
"034803005","03","48","030","05","P","R","1","0","1","A","150.0"
"034803006","03","48","030","06","P","R","1","0","1","A","150.0"
"034803101","03","48","031","01","P","R","1","0","1","A","150.0"
"034803104","03","48","031","04","P","R","1","0","1","A","150.0"
"034803106","03","48","031","06","P","R","1","0","1","A","150.0"
"034803201","03","48","032","01","P","R","1","0","1","A","150.0"
