PLATZ_ID,REGAL,FACH,EBENE,UTILIZATION,HEATMAP_COLOR
031402301,14,23,1,0.0,GREEN
031704500,17,45,0,100.0,RED
030901405,09,14,5,0.0,GREEN
031003401,10,34,1,0.0,GREEN
032006902,20,69,2,100.0,RED
032205903,22,59,3,100.0,RED
031004604,10,46,4,0.0,GREEN
032201705,22,17,5,0.0,GREEN
032107003,21,70,3,100.0,RED
032204803,22,48,3,100.0,RED
032201904,22,19,4,100.0,RED
031100306,11,3,6,0.0,GREEN
032407201,24,72,1,100.0,RED
032307201,23,72,1,100.0,RED
030805902,08,59,2,0.0,GREEN
032406705,24,67,5,100.0,RED
030706404,07,64,4,0.0,GREEN
032406104,24,61,4,100.0,RED
030600800,06,8,0,100.0,RED
031101702,11,17,2,0.0,GREEN
032306203,23,62,3,100.0,RED
031303001,13,30,1,0.0,GREEN
031302803,13,28,3,0.0,GREEN
032306101,23,61,1,100.0,RED
032301604,23,16,4,100.0,RED
030602704,06,27,4,0.0,GREEN
032502301,25,23,1,100.0,RED
032502303,25,23,3,100.0,RED
032502501,25,25,1,100.0,RED
030200601,02,6,1,0.0,GREEN
032502401,25,24,1,100.0,RED
032706603,27,66,3,0.0,GREEN
032706204,27,62,4,0.0,GREEN
032707001,27,70,1,100.0,RED
030604805,06,48,5,0.0,GREEN
032203701,22,37,1,100.0,RED
032104005,21,40,5,100.0,RED
030602101,06,21,1,0.0,GREEN
031003103,10,31,3,0.0,GREEN
034804200,48,42,0,0.0,GREEN
030203300,02,33,0,0.0,GREEN
031702300,17,23,0,100.0,RED
031006605,10,66,5,0.0,GREEN
031207006,12,70,6,0.0,GREEN
032404201,24,42,1,0.0,GREEN
030702301,07,23,1,0.0,GREEN
031605906,16,59,6,100.0,RED
032808600,28,86,0,50.0,YELLOW
030803301,08,33,1,0.0,GREEN
030102700,01,27,0,0.0,GREEN
031202106,12,21,6,0.0,GREEN
030706304,07,63,4,0.0,GREEN
031702100,17,21,0,100.0,RED
031302901,13,29,1,0.0,GREEN
030901303,09,13,3,0.0,GREEN
032509200,25,92,0,100.0,RED
032402502,24,25,2,100.0,RED
030906005,09,60,5,0.0,GREEN
030300600,03,6,0,200.0,RED
030704001,07,40,1,0.0,GREEN
032404301,24,43,1,0.0,GREEN
032404101,24,41,1,100.0,RED
031105004,11,50,4,0.0,GREEN
030302004,03,20,4,0.0,GREEN
032607403,26,74,3,100.0,RED
031204500,12,45,0,0.0,GREEN
030705201,07,52,1,0.0,GREEN
032401802,24,18,2,100.0,RED
030401906,04,19,6,0.0,GREEN
030603701,06,37,1,0.0,GREEN
030603804,06,38,4,0.0,GREEN
032606200,26,62,0,50.0,YELLOW
032401301,24,13,1,100.0,RED
032404703,24,47,3,0.0,GREEN
031503100,15,31,0,100.0,RED
031502405,15,24,5,100.0,RED
030603003,06,30,3,0.0,GREEN
030601601,06,16,1,0.0,GREEN
030902601,09,26,1,0.0,GREEN
030501002,05,10,2,0.0,GREEN
032401201,24,12,1,0.0,GREEN
031504501,15,45,1,0.0,GREEN
031503503,15,35,3,100.0,RED
034804700,48,47,0,0.0,GREEN
030805300,08,53,0,200.0,RED
031405706,14,57,6,0.0,GREEN
031402601,14,26,1,0.0,GREEN
031704602,17,46,2,100.0,RED
030100703,01,7,3,0.0,GREEN
031906603,19,66,3,100.0,RED
030101202,01,12,2,0.0,GREEN
031203603,12,36,3,0.0,GREEN
031205502,12,55,2,0.0,GREEN
031203001,12,30,1,0.0,GREEN
030706104,07,61,4,0.0,GREEN
031105000,11,50,0,100.0,RED
031303701,13,37,1,0.0,GREEN
031303605,13,36,5,0.0,GREEN
030604900,06,49,0,100.0,RED
030606306,06,63,6,0.0,GREEN
031503900,15,39,0,100.0,RED
032606500,26,65,0,50.0,YELLOW
031706501,17,65,1,100.0,RED
032908500,29,85,0,50.0,YELLOW
031202600,12,26,0,100.0,RED
031101703,11,17,3,0.0,GREEN
031005200,10,52,0,200.0,RED
032203500,22,35,0,100.0,RED
030905101,09,51,1,0.0,GREEN
031605900,16,59,0,100.0,RED
034606604,46,66,4,100.0,RED
030403106,04,31,6,0.0,GREEN
034806902,48,69,2,0.0,GREEN
030301806,03,18,6,0.0,GREEN
030500905,05,9,5,0.0,GREEN
030802601,08,26,1,0.0,GREEN
030703300,07,33,0,0.0,GREEN
032600604,26,6,4,0.0,GREEN
030703405,07,34,5,0.0,GREEN
032602001,26,20,1,100.0,RED
032304701,23,47,1,100.0,RED
030906000,09,60,0,100.0,RED
030906504,09,65,4,0.0,GREEN
031600805,16,8,5,0.0,GREEN
031603804,16,38,4,0.0,GREEN
031105701,11,57,1,0.0,GREEN
034812813,48,128,13,0.0,GREEN
034812613,48,126,13,0.0,GREEN
034812812,48,128,12,0.0,GREEN
034812612,48,126,12,0.0,GREEN
034812711,48,127,11,0.0,GREEN
034812212,48,122,12,0.0,GREEN
031704600,17,46,0,100.0,RED
031704200,17,42,0,100.0,RED
031702000,17,20,0,100.0,RED
030300601,03,6,1,0.0,GREEN
030203402,02,34,2,0.0,GREEN
030203401,02,34,1,0.0,GREEN
032707400,27,74,0,50.0,YELLOW
034605500,46,55,0,100.0,RED
034605703,46,57,3,0.0,GREEN
032207303,22,73,3,100.0,RED
031301502,13,15,2,0.0,GREEN
031705002,17,50,2,100.0,RED
030200500,02,5,0,0.0,GREEN
031405000,14,50,0,100.0,RED
031502100,15,21,0,100.0,RED
031705400,17,54,0,100.0,RED
031806402,18,64,2,100.0,RED
032207204,22,72,4,100.0,RED
030201904,02,19,4,0.0,GREEN
030401201,04,12,1,0.0,GREEN
030604500,06,45,0,200.0,RED
030200604,02,6,4,0.0,GREEN
031605000,16,50,0,100.0,RED
031906106,19,61,6,100.0,RED
030706403,07,64,3,0.0,GREEN
030903201,09,32,1,0.0,GREEN
030907004,09,70,4,0.0,GREEN
031901600,19,16,0,100.0,RED
031101306,11,13,6,0.0,GREEN
030704401,07,44,1,0.0,GREEN
031401704,14,17,4,0.0,GREEN
031504605,15,46,5,0.0,GREEN
031006802,10,68,2,0.0,GREEN
030805604,08,56,4,0.0,GREEN
030602400,06,24,0,200.0,RED
031605400,16,54,0,100.0,RED
032500900,25,9,0,100.0,RED
030605903,06,59,3,0.0,GREEN
031804800,18,48,0,100.0,RED
031304100,13,41,0,100.0,RED
030202500,02,25,0,0.0,GREEN
030202301,02,23,1,0.0,GREEN
030403404,04,34,4,0.0,GREEN
034705901,47,59,1,200.0,RED
031801700,18,17,0,100.0,RED
031204000,12,40,0,100.0,RED
031204002,12,40,2,0.0,GREEN
031504804,15,48,4,100.0,RED
034802405,48,24,5,0.0,GREEN
032005805,20,58,5,100.0,RED
030102900,01,29,0,0.0,GREEN
032903206,29,32,6,100.0,RED
031703500,17,35,0,100.0,RED
032804403,28,44,3,100.0,RED
031904703,19,47,3,100.0,RED
030101700,01,17,0,0.0,GREEN
030303401,03,34,1,0.0,GREEN
030303405,03,34,5,0.0,GREEN
030902501,09,25,1,0.0,GREEN
030701901,07,19,1,0.0,GREEN
031604502,16,45,2,200.0,RED
030702101,07,21,1,0.0,GREEN
031606403,16,64,3,100.0,RED
031405101,14,51,1,0.0,GREEN
031506403,15,64,3,0.0,GREEN
031403700,14,37,0,100.0,RED
031103001,11,30,1,0.0,GREEN
031100502,11,5,2,0.0,GREEN
034800401,48,4,1,0.0,GREEN
031004802,10,48,2,0.0,GREEN
030905104,09,51,4,0.0,GREEN
032105905,21,59,5,100.0,RED
030806406,08,64,6,0.0,GREEN
031702502,17,25,2,100.0,RED
032300603,23,6,3,100.0,RED
032201501,22,15,1,0.0,GREEN
032003904,20,39,4,100.0,RED
030605800,06,58,0,200.0,RED
030201100,02,11,0,0.0,GREEN
030600801,06,8,1,0.0,GREEN
030603100,06,31,0,200.0,RED
032003203,20,32,3,100.0,RED
031102402,11,24,2,0.0,GREEN
032102901,21,29,1,100.0,RED
031604200,16,42,0,100.0,RED
031500704,15,7,4,0.0,GREEN
031402600,14,26,0,100.0,RED
034605600,46,56,0,100.0,RED
030500601,05,6,1,0.0,GREEN
034706900,47,69,0,100.0,RED
030603600,06,36,0,200.0,RED
031603606,16,36,6,100.0,RED
030605401,06,54,1,0.0,GREEN
030903601,09,36,1,0.0,GREEN
030905701,09,57,1,0.0,GREEN
031606002,16,60,2,0.0,GREEN
030904901,09,49,1,0.0,GREEN
030904706,09,47,6,0.0,GREEN
031302301,13,23,1,100.0,RED
030301605,03,16,5,0.0,GREEN
032204100,22,41,0,100.0,RED
032808501,28,85,1,100.0,RED
034606704,46,67,4,100.0,RED
031203201,12,32,1,0.0,GREEN
031405603,14,56,3,100.0,RED
030602800,06,28,0,200.0,RED
032708900,27,89,0,50.0,YELLOW
032202504,22,25,4,100.0,RED
031703100,17,31,0,100.0,RED
030803701,08,37,1,0.0,GREEN
031701600,17,16,0,100.0,RED
032607400,26,74,0,50.0,YELLOW
032507400,25,74,0,0.0,GREEN
030300700,03,7,0,100.0,RED
032204410,22,44,10,0.0,GREEN
031305301,13,53,1,0.0,GREEN
031405801,14,58,1,0.0,GREEN
030500700,05,7,0,0.0,GREEN
030503300,05,33,0,200.0,RED
031205300,12,53,0,100.0,RED
031604000,16,40,0,100.0,RED
031604400,16,44,0,100.0,RED
032506501,25,65,1,100.0,RED
032103000,21,30,0,100.0,RED
032106503,21,65,3,100.0,RED
032305005,23,50,5,0.0,GREEN
031900901,19,9,1,100.0,RED
032106304,21,63,4,100.0,RED
032501001,25,10,1,0.0,GREEN
032203604,22,36,4,100.0,RED
032002506,20,25,6,100.0,RED
032002605,20,26,5,100.0,RED
032002606,20,26,6,0.0,GREEN
032002703,20,27,3,100.0,RED
032002705,20,27,5,100.0,RED
032002804,20,28,4,100.0,RED
032002805,20,28,5,100.0,RED
032004106,20,41,6,100.0,RED
032007102,20,71,2,0.0,GREEN
032007103,20,71,3,0.0,GREEN
032007202,20,72,2,0.0,GREEN
032203106,22,31,6,0.0,GREEN
032202906,22,29,6,0.0,GREEN
032504202,25,42,2,100.0,RED
032505501,25,55,1,100.0,RED
032602106,26,21,6,0.0,GREEN
032602302,26,23,2,100.0,RED
032705101,27,51,1,100.0,RED
032803204,28,32,4,0.0,GREEN
032803606,28,36,6,0.0,GREEN
032803902,28,39,2,100.0,RED
032806502,28,65,2,100.0,RED
032904003,29,40,3,0.0,GREEN
031900603,19,6,3,100.0,RED
032004801,20,48,1,100.0,RED
032007301,20,73,1,100.0,RED
032102001,21,20,1,100.0,RED
032306902,23,69,2,100.0,RED
032507402,25,74,2,100.0,RED
032507502,25,75,2,0.0,GREEN
032508203,25,82,3,100.0,RED
032102101,21,21,1,100.0,RED
032106006,21,60,6,100.0,RED
032103804,21,38,4,100.0,RED
032203104,22,31,4,100.0,RED
032205506,22,55,6,0.0,GREEN
032301006,23,10,6,0.0,GREEN
032702603,27,26,3,0.0,GREEN
032801703,28,17,3,100.0,RED
032702905,27,29,5,100.0,RED
032703906,27,39,6,0.0,GREEN
032703006,27,30,6,100.0,RED
032003705,20,37,5,100.0,RED
031903703,19,37,3,0.0,GREEN
032002101,20,21,1,100.0,RED
034800900,48,9,0,0.0,GREEN
032106402,21,64,2,0.0,GREEN
031903201,19,32,1,100.0,RED
032306704,23,67,4,100.0,RED
034100803,41,8,3,0.0,GREEN
030705701,07,57,1,0.0,GREEN
031200204,12,2,4,0.0,GREEN
030601000,06,10,0,0.0,GREEN
030600505,06,5,5,0.0,GREEN
030302605,03,26,5,0.0,GREEN
031101803,11,18,3,0.0,GREEN
032300406,23,4,6,0.0,GREEN
030906202,09,62,2,0.0,GREEN
031302504,13,25,4,0.0,GREEN
032300306,23,3,6,0.0,GREEN
031406804,14,68,4,100.0,RED
031406602,14,66,2,0.0,GREEN
030903305,09,33,5,0.0,GREEN
032507100,25,71,0,50.0,YELLOW
034704700,47,47,0,100.0,RED
032300206,23,2,6,0.0,GREEN
032807600,28,76,0,50.0,YELLOW
030201300,02,13,0,0.0,GREEN
031406001,14,60,1,0.0,GREEN
031004702,10,47,2,0.0,GREEN
031501303,15,13,3,100.0,RED
030704706,07,47,6,0.0,GREEN
030400206,04,2,6,0.0,GREEN
030502300,05,23,0,0.0,GREEN
030302104,03,21,4,0.0,GREEN
030303101,03,31,1,0.0,GREEN
030303203,03,32,3,0.0,GREEN
032903204,29,32,4,0.0,GREEN
030601501,06,15,1,0.0,GREEN
030601902,06,19,2,0.0,GREEN
030600905,06,9,5,0.0,GREEN
032907104,29,71,4,100.0,RED
030605201,06,52,1,0.0,GREEN
030605102,06,51,2,0.0,GREEN
032907304,29,73,4,100.0,RED
032903804,29,38,4,0.0,GREEN
032005203,20,52,3,100.0,RED
032304101,23,41,1,100.0,RED
032102104,21,21,4,100.0,RED
032201003,22,10,3,100.0,RED
032001102,20,11,2,100.0,RED
032604904,26,49,4,100.0,RED
032006502,20,65,2,100.0,RED
032203901,22,39,1,100.0,RED
032602604,26,26,4,0.0,GREEN
032006703,20,67,3,100.0,RED
032000602,20,6,2,100.0,RED
032903904,29,39,4,100.0,RED
032207103,22,71,3,100.0,RED
032601702,26,17,2,100.0,RED
032407002,24,70,2,100.0,RED
032509103,25,91,3,100.0,RED
032808403,28,84,3,100.0,RED
030603900,06,39,0,100.0,RED
030606904,06,69,4,0.0,GREEN
032907404,29,74,4,0.0,GREEN
032907204,29,72,4,100.0,RED
032906603,29,66,3,0.0,GREEN
032906703,29,67,3,0.0,GREEN
030401401,04,14,1,0.0,GREEN
030401603,04,16,3,0.0,GREEN
032907501,29,75,1,100.0,RED
032907004,29,70,4,100.0,RED
030804703,08,47,3,0.0,GREEN
031003603,10,36,3,0.0,GREEN
031602500,16,25,0,100.0,RED
031602805,16,28,5,0.0,GREEN
031701700,17,17,0,100.0,RED
031701701,17,17,1,100.0,RED
031005901,10,59,1,0.0,GREEN
032907005,29,70,5,100.0,RED
031301506,13,15,6,0.0,GREEN
030603901,06,39,1,0.0,GREEN
031406904,14,69,4,0.0,GREEN
032902004,29,20,4,0.0,GREEN
030806104,08,61,4,0.0,GREEN
030906206,09,62,6,0.0,GREEN
031405703,14,57,3,100.0,RED
032807006,28,70,6,0.0,GREEN
030704301,07,43,1,0.0,GREEN
030703903,07,39,3,0.0,GREEN
032807106,28,71,6,0.0,GREEN
032807206,28,72,6,0.0,GREEN
030900504,09,5,4,0.0,GREEN
030600700,06,7,0,100.0,RED
030602006,06,20,6,0.0,GREEN
032608601,26,86,1,100.0,RED
032608301,26,83,1,100.0,RED
030804706,08,47,6,0.0,GREEN
032608901,26,89,1,100.0,RED
032600905,26,9,5,100.0,RED
032608401,26,84,1,100.0,RED
032907504,29,75,4,0.0,GREEN
030604601,06,46,1,0.0,GREEN
032907305,29,73,5,0.0,GREEN
032608701,26,87,1,100.0,RED
030303301,03,33,1,0.0,GREEN
030303402,03,34,2,0.0,GREEN
032003804,20,38,4,100.0,RED
032806304,28,63,4,0.0,GREEN
032608101,26,81,1,100.0,RED
032806404,28,64,4,100.0,RED
031005304,10,53,4,0.0,GREEN
032605505,26,55,5,0.0,GREEN
031004400,10,44,0,200.0,RED
030804802,08,48,2,0.0,GREEN
032609001,26,90,1,100.0,RED
032807201,28,72,1,100.0,RED
032609002,26,90,2,100.0,RED
032609003,26,90,3,100.0,RED
032609101,26,91,1,100.0,RED
032609102,26,91,2,100.0,RED
032608902,26,89,2,100.0,RED
032608903,26,89,3,100.0,RED
032608904,26,89,4,100.0,RED
032608905,26,89,5,100.0,RED
032707503,27,75,3,100.0,RED
031205510,12,55,10,0.0,GREEN
031803001,18,30,1,100.0,RED
032509201,25,92,1,100.0,RED
032509202,25,92,2,100.0,RED
032609201,26,92,1,100.0,RED
032609202,26,92,2,100.0,RED
032608801,26,88,1,100.0,RED
032608802,26,88,2,100.0,RED
032908400,29,84,0,50.0,YELLOW
031503601,15,36,1,100.0,RED
032608702,26,87,2,100.0,RED
032608703,26,87,3,100.0,RED
031202504,12,25,4,0.0,GREEN
031204805,12,48,5,0.0,GREEN
031303801,13,38,1,0.0,GREEN
030902504,09,25,4,0.0,GREEN
034706204,47,62,4,0.0,GREEN
032503203,25,32,3,100.0,RED
030803501,08,35,1,0.0,GREEN
030803502,08,35,2,0.0,GREEN
031005301,10,53,1,0.0,GREEN
031005303,10,53,3,0.0,GREEN
032608201,26,82,1,100.0,RED
032102401,21,24,1,100.0,RED
030403401,04,34,1,0.0,GREEN
031904903,19,49,3,100.0,RED
032608501,26,85,1,100.0,RED
030907103,09,71,3,0.0,GREEN
030907201,09,72,1,0.0,GREEN
030907401,09,74,1,0.0,GREEN
030907501,09,75,1,0.0,GREEN
032608102,26,81,2,100.0,RED
032608402,26,84,2,100.0,RED
032803904,28,39,4,100.0,RED
032608302,26,83,2,100.0,RED
032608602,26,86,2,100.0,RED
032705000,27,50,0,100.0,RED
034811713,48,117,13,0.0,GREEN
031003300,10,33,0,100.0,RED
031506902,15,69,2,0.0,GREEN
030904500,09,45,0,100.0,RED
030802805,08,28,5,0.0,GREEN
032505700,25,57,0,100.0,RED
031303901,13,39,1,0.0,GREEN
032106005,21,60,5,0.0,GREEN
032104905,21,49,5,0.0,GREEN
032302502,23,25,2,100.0,RED
031403105,14,31,5,100.0,RED
031306101,13,61,1,0.0,GREEN
031704100,17,41,0,100.0,RED
030202503,02,25,3,0.0,GREEN
032603703,26,37,3,100.0,RED
032508105,25,81,5,0.0,GREEN
032509205,25,92,5,100.0,RED
032708703,27,87,3,100.0,RED
032708603,27,86,3,100.0,RED
032708503,27,85,3,100.0,RED
032708303,27,83,3,100.0,RED
032804605,28,46,5,2000.0,RED
031204200,12,42,0,0.0,GREEN
031105600,11,56,0,100.0,RED
031901701,19,17,1,100.0,RED
031901806,19,18,6,100.0,RED
031601600,16,16,0,100.0,RED
032708204,27,82,4,0.0,GREEN
031904201,19,42,1,100.0,RED
032708304,27,83,4,0.0,GREEN
031903801,19,38,1,100.0,RED
030101300,01,13,0,0.0,GREEN
032708404,27,84,4,100.0,RED
032708504,27,85,4,100.0,RED
032708604,27,86,4,100.0,RED
032708704,27,87,4,0.0,GREEN
032708804,27,88,4,100.0,RED
030703001,07,30,1,0.0,GREEN
032506601,25,66,1,100.0,RED
030202306,02,23,6,0.0,GREEN
032708904,27,89,4,0.0,GREEN
031504604,15,46,4,100.0,RED
032708905,27,89,5,0.0,GREEN
032605805,26,58,5,100.0,RED
032708805,27,88,5,100.0,RED
031505703,15,57,3,100.0,RED
030903700,09,37,0,100.0,RED
030905505,09,55,5,0.0,GREEN
032807003,28,70,3,100.0,RED
032304401,23,44,1,100.0,RED
030703702,07,37,2,0.0,GREEN
032104410,21,44,10,0.0,GREEN
032807404,28,74,4,100.0,RED
030500801,05,8,1,0.0,GREEN
032807604,28,76,4,100.0,RED
032103810,21,38,10,0.0,GREEN
032807204,28,72,4,0.0,GREEN
032807504,28,75,4,100.0,RED
031702500,17,25,0,100.0,RED
031005906,10,59,6,0.0,GREEN
031003804,10,38,4,0.0,GREEN
032807004,28,70,4,0.0,GREEN
032506701,25,67,1,100.0,RED
030202706,02,27,6,0.0,GREEN
030600500,06,5,0,0.0,GREEN
030400900,04,9,0,100.0,RED
030302603,03,26,3,0.0,GREEN
030604001,06,40,1,0.0,GREEN
030503102,05,31,2,0.0,GREEN
031004500,10,45,0,100.0,RED
032707604,27,76,4,0.0,GREEN
032706804,27,68,4,0.0,GREEN
032006801,20,68,1,100.0,RED
031602300,16,23,0,100.0,RED
032702100,27,21,0,0.0,GREEN
034100503,41,5,3,0.0,GREEN
031305700,13,57,0,100.0,RED
030904400,09,44,0,100.0,RED
030806403,08,64,3,0.0,GREEN
032707204,27,72,4,100.0,RED
032707104,27,71,4,0.0,GREEN
032605605,26,56,5,100.0,RED
031101805,11,18,5,0.0,GREEN
032707304,27,73,4,100.0,RED
032707404,27,74,4,100.0,RED
031805700,18,57,0,100.0,RED
032707504,27,75,4,100.0,RED
031605605,16,56,5,100.0,RED
032004104,20,41,4,100.0,RED
032706304,27,63,4,100.0,RED
031807000,18,70,0,100.0,RED
031202806,12,28,6,0.0,GREEN
032906104,29,61,4,100.0,RED
030600603,06,6,3,0.0,GREEN
031103505,11,35,5,0.0,GREEN
032906602,29,66,2,100.0,RED
032006002,20,60,2,100.0,RED
031404203,14,42,3,100.0,RED
032505801,25,58,1,100.0,RED
031003604,10,36,4,0.0,GREEN
032906503,29,65,3,100.0,RED
032806505,28,65,5,0.0,GREEN
032806605,28,66,5,0.0,GREEN
032806005,28,60,5,100.0,RED
032805605,28,56,5,0.0,GREEN
032806205,28,62,5,0.0,GREEN
030704106,07,41,6,0.0,GREEN
032806305,28,63,5,0.0,GREEN
032806405,28,64,5,100.0,RED
032806705,28,67,5,0.0,GREEN
032806805,28,68,5,0.0,GREEN
032806905,28,69,5,0.0,GREEN
030804000,08,40,0,0.0,GREEN
032807005,28,70,5,0.0,GREEN
031104600,11,46,0,100.0,RED
032807105,28,71,5,0.0,GREEN
032807205,28,72,5,0.0,GREEN
032706805,27,68,5,0.0,GREEN
032706905,27,69,5,0.0,GREEN
032707005,27,70,5,0.0,GREEN
030600701,06,7,1,0.0,GREEN
032608202,26,82,2,100.0,RED
031303104,13,31,4,0.0,GREEN
030903903,09,39,3,0.0,GREEN
030701204,07,12,4,0.0,GREEN
032905806,29,58,6,0.0,GREEN
030606804,06,68,4,0.0,GREEN
032107302,21,73,2,100.0,RED
030706006,07,60,6,0.0,GREEN
032704101,27,41,1,100.0,RED
032603303,26,33,3,100.0,RED
032204502,22,45,2,100.0,RED
031504301,15,43,1,0.0,GREEN
034803500,48,35,0,0.0,GREEN
032306304,23,63,4,100.0,RED
030605801,06,58,1,0.0,GREEN
031304101,13,41,1,0.0,GREEN
030203202,02,32,2,0.0,GREEN
030605002,06,50,2,0.0,GREEN
030602801,06,28,1,0.0,GREEN
030704605,07,46,5,0.0,GREEN
030902604,09,26,4,0.0,GREEN
032505006,25,50,6,0.0,GREEN
032101702,21,17,2,100.0,RED
032204005,22,40,5,100.0,RED
032001001,20,10,1,100.0,RED
032608502,26,85,2,100.0,RED
032608303,26,83,3,100.0,RED
031201906,12,19,6,0.0,GREEN
031204302,12,43,2,0.0,GREEN
032806104,28,61,4,100.0,RED
032508901,25,89,1,0.0,GREEN
032608403,26,84,3,100.0,RED
032106801,21,68,1,100.0,RED
031502701,15,27,1,100.0,RED
031305603,13,56,3,100.0,RED
030603905,06,39,5,0.0,GREEN
032608603,26,86,3,100.0,RED
031503600,15,36,0,100.0,RED
031503403,15,34,3,100.0,RED
034806501,48,65,1,100.0,RED
031504004,15,40,4,0.0,GREEN
032407305,24,73,5,0.0,GREEN
032101801,21,18,1,100.0,RED
031505503,15,55,3,200.0,RED
032608103,26,81,3,100.0,RED
030603602,06,36,2,0.0,GREEN
034301810,43,20,10,0.0,GREEN
032608203,26,82,3,100.0,RED
031900704,19,7,4,100.0,RED
030601301,06,13,1,0.0,GREEN
032607503,26,75,3,100.0,RED
032608503,26,85,3,100.0,RED
032901703,29,17,3,0.0,GREEN
034706400,47,64,0,0.0,GREEN
030201500,02,15,0,0.0,GREEN
032406404,24,64,4,100.0,RED
032806204,28,62,4,100.0,RED
031701000,17,10,0,0.0,GREEN
031602000,16,20,0,100.0,RED
031001306,10,13,6,0.0,GREEN
031800600,18,6,0,100.0,RED
032501701,25,17,1,100.0,RED
032500406,25,4,6,0.0,GREEN
030303200,03,32,0,100.0,RED
032303201,23,32,1,100.0,RED
031001906,10,19,6,0.0,GREEN
030903200,09,32,0,100.0,RED
032300801,23,8,1,100.0,RED
032200506,22,5,6,100.0,RED
030301100,03,11,0,100.0,RED
030602200,06,22,0,100.0,RED
030602304,06,23,4,0.0,GREEN
031103801,11,38,1,0.0,GREEN
030701904,07,19,4,0.0,GREEN
030201600,02,16,0,0.0,GREEN
030706402,07,64,2,0.0,GREEN
032003404,20,34,4,100.0,RED
032205804,22,58,4,100.0,RED
031201506,12,15,6,0.0,GREEN
030300701,03,7,1,0.0,GREEN
034804400,48,44,0,0.0,GREEN
032608100,26,81,0,100.0,RED
031702700,17,27,0,100.0,RED
032906400,29,64,0,50.0,YELLOW
032709000,27,90,0,50.0,YELLOW
032105106,21,51,6,0.0,GREEN
032203805,22,38,5,0.0,GREEN
030805206,08,52,6,0.0,GREEN
030401601,04,16,1,0.0,GREEN
031304406,13,44,6,0.0,GREEN
031206705,12,67,5,0.0,GREEN
031002106,10,21,6,0.0,GREEN
030703203,07,32,3,0.0,GREEN
032105802,21,58,2,100.0,RED
031606205,16,62,5,100.0,RED
030301104,03,11,4,0.0,GREEN
030701602,07,16,2,0.0,GREEN
030604301,06,43,1,0.0,GREEN
031301605,13,16,5,0.0,GREEN
030605001,06,50,1,0.0,GREEN
031404304,14,43,4,100.0,RED
031300205,13,2,5,0.0,GREEN
034204900,42,49,0,0.0,GREEN
031304206,13,42,6,0.0,GREEN
031300405,13,4,5,0.0,GREEN
031100702,11,7,2,0.0,GREEN
031500805,15,8,5,0.0,GREEN
030900705,09,7,5,0.0,GREEN
031000705,10,7,5,0.0,GREEN
030700504,07,5,4,0.0,GREEN
031002901,10,29,1,0.0,GREEN
031003002,10,30,2,0.0,GREEN
031003003,10,30,3,0.0,GREEN
031205105,12,51,5,0.0,GREEN
031205703,12,57,3,0.0,GREEN
031906406,19,64,6,0.0,GREEN
031904005,19,40,5,0.0,GREEN
032907300,29,73,0,100.0,RED
034812113,48,121,13,0.0,GREEN
032003602,20,36,2,100.0,RED
030501701,05,17,1,0.0,GREEN
032207005,22,70,5,100.0,RED
032202106,22,21,6,0.0,GREEN
032202304,22,23,4,100.0,RED
032207205,22,72,5,0.0,GREEN
032304403,23,44,3,0.0,GREEN
032300904,23,9,4,100.0,RED
032706105,27,61,5,0.0,GREEN
032804600,28,46,0,0.0,GREEN
032705201,27,52,1,0.0,GREEN
032802502,28,25,2,100.0,RED
030102800,01,28,0,0.0,GREEN
030602600,06,26,0,100.0,RED
032005510,20,55,10,0.0,GREEN
032106700,21,67,0,100.0,RED
030704100,07,41,0,0.0,GREEN
030802500,08,25,0,0.0,GREEN
031805800,18,58,0,100.0,RED
032005803,20,58,3,100.0,RED
032103104,21,31,4,100.0,RED
032006402,20,64,2,100.0,RED
032005506,20,55,6,0.0,GREEN
032103010,21,30,10,0.0,GREEN
032306600,23,66,0,100.0,RED
032002301,20,23,1,100.0,RED
031905003,19,50,3,100.0,RED
032405302,24,53,2,1500.0,RED
032502105,25,21,5,100.0,RED
032600705,26,7,5,0.0,GREEN
032603004,26,30,4,0.0,GREEN
032603603,26,36,3,100.0,RED
032702901,27,29,1,100.0,RED
032705305,27,53,5,0.0,GREEN
032703701,27,37,1,100.0,RED
032502500,25,25,0,100.0,RED
032802804,28,28,4,0.0,GREEN
032802605,28,26,5,0.0,GREEN
031904805,19,48,5,0.0,GREEN
032809101,28,91,1,100.0,RED
032705306,27,53,6,0.0,GREEN
032205502,22,55,2,100.0,RED
031902401,19,24,1,100.0,RED
032002904,20,29,4,100.0,RED
032003204,20,32,4,100.0,RED
032302104,23,21,4,0.0,GREEN
032602903,26,29,3,0.0,GREEN
032603501,26,35,1,100.0,RED
032704801,27,48,1,100.0,RED
032705601,27,56,1,100.0,RED
032707103,27,71,3,100.0,RED
032001701,20,17,1,100.0,RED
032601004,26,10,4,100.0,RED
032708501,27,85,1,100.0,RED
032708201,27,82,1,100.0,RED
032709004,27,90,4,0.0,GREEN
032708901,27,89,1,100.0,RED
032006404,20,64,4,100.0,RED
032708801,27,88,1,100.0,RED
031906606,19,66,6,100.0,RED
032809001,28,90,1,100.0,RED
032808701,28,87,1,100.0,RED
032908505,29,85,5,0.0,GREEN
032602606,26,26,6,0.0,GREEN
032605206,26,52,6,0.0,GREEN
032203204,22,32,4,0.0,GREEN
