PLATZ_ID,HALLE,REGAL,FACH,EBENE,ANZ_PICKS,CUMULATIVE_%,ABC_CALC,ABC_KLASSE,ARTIKELNR,ARTBEZ1
034105710,4109.0,41,57,10,68.0,94.51058749928183,B,B,,
034704810,4707.0,47,48,10,67.0,94.52484460815293,B,A,,
031702400,1708.0,17,24,0,67.0,94.53910171702405,B,C,,
034301510,4303.0,43,17,10,67.0,94.55335882589516,B,B,,
034106010,4109.0,41,60,10,67.0,94.56761593476628,B,B,,
034405600,4419.0,44,56,0,66.0,94.58166025096767,B,C,,
031005300,1018.0,10,53,0,66.0,94.59570456716907,B,A,000000000000130662,"SchibSchlit LK2,3kN M8/M10 vz"
032608400,2628.0,26,84,0,66.0,94.60974888337047,B,A,09050700ET0001,ZKD Metall-Lagen LH
031005800,1019.0,10,58,0,65.0,94.62358040690214,B,A,000000000000119862,"OptS Egr M8/10 1/2"" vz"
031603900,1613.0,16,39,0,65.0,94.63741193043383,B,C,,
034808911,4813.0,48,89,11,64.0,94.65103066129578,B,B,,
032708100,2727.0,27,81,0,64.0,94.66464939215774,B,A,00736110ET0001,Conversionssatz
031603400,1611.0,16,34,0,64.0,94.67826812301969,B,C,,
031302600,1309.0,13,26,0,63.0,94.69167406121194,B,C,000000000000167935,StlFlansch MPT TragPrMon Q80 fvz
032808800,2829.0,28,88,0,63.0,94.70507999940419,B,A,09067800EJ0001,Dichtung Abgaskrümmer
034806811,4810.0,48,68,11,63.0,94.71848593759643,B,B,,
031605000,1617.0,16,50,0,62.0,94.73167908311895,B,C,000000000000133990,MAFUND Platte Standard 500x250x25
034704510,4707.0,47,45,10,62.0,94.74487222864147,B,A,,
034817010,4824.0,48,170,10,62.0,94.75806537416399,B,B,,
031303600,1312.0,13,36,0,62.0,94.77125851968651,B,C,000000000000156720,SchiK MPC 560 38/40 vz
034815010,4822.0,48,150,10,62.0,94.78445166520903,B,B,,
030922210,922.0,09,222,10,62.0,94.79764481073157,B,A,,
034103610,4106.0,41,36,10,62.0,94.81083795625408,B,B,,
032909200,2930.0,29,92,0,61.0,94.82381830910688,B,A,04901500ET0001,ZKD Metall-Elastomer
034101810,4103.0,41,18,10,61.0,94.8367986619597,B,B,,
034200110,4201.0,42,1,10,61.0,94.8497790148125,B,B,,
030803300,811.0,08,33,0,61.0,94.8627593676653,B,B,000000000000139168,HamKSchr MPT M12x35 ZnLaBe
034812510,4818.0,48,125,10,61.0,94.8757397205181,B,B,05626530ET0001,28x38x7 ASW RD FPM
032709100,2730.0,27,91,0,60.0,94.88850728070119,B,A,03402900ED0001,IWDR PPS/ACM/PTFE Kurbelwelle Ø35mm
032608100,2627.0,26,81,0,60.0,94.90127484088428,B,A,01896100ET0001,Zyl.-kopfschraubensatz
034203910,4206.0,42,39,10,60.0,94.91404240106736,B,B,,
034706510,4709.0,47,65,10,60.0,94.92680996125046,B,A,,
034204210,4206.0,42,42,10,60.0,94.93957752143353,B,B,,
031703300,1711.0,17,33,0,59.0,94.95213228894691,B,C,000000000000113486,GwStange M10x2000 G4.8 vz DIN976
034805910,4809.0,48,59,10,59.0,94.96468705646028,B,B,,
031105000,1117.0,11,50,0,59.0,94.97724182397364,B,A,000000000000130380,UnivHalter mSchr-vz KSt
034103910,4106.0,41,39,10,58.0,94.9895837988173,B,B,,
032608600,2628.0,26,86,0,58.0,95.00192577366094,C,A,01694100ET0001,Entrussersatz
034811411,4816.0,48,114,11,58.0,95.0142677485046,C,B,,
032809100,2830.0,28,91,0,57.0,95.02639693067853,C,A,05423000ET0001,ZKD Metall-Elastomer
031123210,1123.0,11,232,10,57.0,95.03852611285247,C,A,,
034806111,4809.0,48,61,11,57.0,95.0506552950264,C,B,,
031504500,1515.0,15,45,0,57.0,95.06278447720032,C,C,,
032609200,2630.0,26,92,0,57.0,95.07491365937426,C,A,08268710ET0001,Vollsatz
031405100,1417.0,14,51,0,56.0,95.08683004887848,C,C,08330480ET0001,ZKD Metall-Weichst.
030600500,602.0,06,5,0,56.0,95.09874643838269,C,C,000000000000113495,GwStange M10x3000 G4.8 vz DIN976
034104210,4106.0,41,42,10,56.0,95.1106628278869,C,B,,
031320510,1321.0,13,205,10,56.0,95.12257921739112,C,C,,
031505600,1519.0,15,56,0,56.0,95.13449560689533,C,C,000000000000141489,OptJ M8 42-46 vz
034105310,4108.0,41,53,10,56.0,95.14641199639955,C,B,,
034804812,4807.0,48,48,12,55.0,95.15811559323404,C,B,,
034809511,4814.0,48,95,11,55.0,95.16981919006854,C,B,,
034808211,4812.0,48,82,11,55.0,95.18152278690305,C,B,,
034808611,4812.0,48,86,11,54.0,95.19301359106781,C,B,,
034205010,4208.0,42,50,10,54.0,95.20450439523259,C,B,,
034802710,4804.0,48,27,10,54.0,95.21599519939737,C,B,,
034703010,4704.0,47,30,10,54.0,95.22748600356215,C,A,,
034705810,4708.0,47,58,10,54.0,95.23897680772693,C,A,,
034815312,4822.0,48,153,12,53.0,95.250254819222,C,B,,
034705110,4707.0,47,51,10,53.0,95.26153283071704,C,A,,
034200810,4202.0,42,8,10,52.0,95.2725980495424,C,B,,
034302710,4305.0,43,29,10,52.0,95.28366326836773,C,B,,
034100512,4101.0,41,5,12,52.0,95.29472848719307,C,B,,
034702010,4703.0,47,20,10,52.0,95.30579370601842,C,A,,
034706210,4709.0,47,62,10,52.0,95.31685892484376,C,A,,
034811212,4816.0,48,112,12,52.0,95.3279241436691,C,B,,
034812611,4818.0,48,126,11,51.0,95.33877656982472,C,B,,
031604100,1614.0,16,41,0,51.0,95.34962899598035,C,C,,
031603800,1613.0,16,38,0,51.0,95.36048142213596,C,C,000000000000120136,SchiVbd sA MPC/MPR 38/40-41/124 vz
034807310,4811.0,48,73,10,51.0,95.3713338482916,C,B,,
030922910,923.0,09,229,10,51.0,95.38218627444722,C,A,,
032808100,2827.0,28,81,0,50.0,95.39282590793312,C,A,01537810ET0001,Dichtung Ventildeckel
034504512,4507.0,45,45,12,50.0,95.40346554141902,C,A,,
034304410,4308.0,43,44,10,50.0,95.41410517490493,C,B,,
034808111,4812.0,48,81,11,50.0,95.42474480839084,C,B,,
034813811,4820.0,48,138,11,50.0,95.43538444187675,C,B,,
031205400,1218.0,12,54,0,49.0,95.44581128269294,C,C,,
031105200,1117.0,11,52,0,49.0,95.45623812350912,C,A,01563610ET0001,VOLVO Dichtung Ölwanne
034808212,4812.0,48,82,12,49.0,95.4666649643253,C,B,,
034813611,4820.0,48,136,11,49.0,95.4770918051415,C,B,,
034802812,4804.0,48,28,12,49.0,95.48751864595768,C,B,,
030823310,823.0,08,233,10,49.0,95.49794548677387,C,A,,
034103210,4105.0,41,32,10,48.0,95.50815953492034,C,B,,
032708700,2729.0,27,87,0,48.0,95.5183735830668,C,A,02985510ET0001,ZKD Metall-Lagen
030904200,914.0,09,42,0,48.0,95.52858763121328,C,B,000000000000153881,"SRS-GwStift40 Egr M8 26,9 vz"
034507912,4511.0,45,79,12,48.0,95.53880167935975,C,A,,
034807211,4810.0,48,72,11,48.0,95.54901572750622,C,B,,
034811911,4817.0,48,119,11,48.0,95.55922977565268,C,B,,
031422210,1422.0,14,222,10,48.0,95.56944382379916,C,C,,
031403300,1411.0,14,33,0,48.0,95.57965787194563,C,C,000000000000105433,6KtMu M10 vz DIN934
032807600,2825.0,28,76,0,48.0,95.5898719200921,C,A,07419100ET0001,Conversionssatz
032708200,2727.0,27,82,0,48.0,95.60008596823857,C,A,01574200ET0001,ZKD Metall-Lagen
031520910,1521.0,15,209,10,48.0,95.61030001638503,C,C,,
034804810,4807.0,48,48,10,47.0,95.62030127186179,C,B,,
034802010,4803.0,48,20,10,47.0,95.63030252733854,C,B,,
034805412,4808.0,48,54,12,47.0,95.6403037828153,C,B,,
032808900,2829.0,28,89,0,47.0,95.65030503829203,C,A,05297300ET0001,Vollsatz
034105813,4109.0,41,58,13,47.0,95.6603062937688,C,C,,
032809000,2830.0,28,90,0,47.0,95.67030754924555,C,A,01522600ET0001,Dichtung Steuergehäuse
034102110,4103.0,41,21,10,47.0,95.68030880472229,C,B,,
034101410,4102.0,41,14,10,47.0,95.69031006019905,C,B,,
032807400,2825.0,28,74,0,47.0,95.7003113156758,C,A,07042400ET0001,ZKD Metall-Weichst.
032609000,2630.0,26,90,0,47.0,95.71031257115254,C,A,00445810ET0001,ZKD Metall-Weichst.
034811511,4817.0,48,115,11,47.0,95.7203138266293,C,B,05986500ET0001,Vollsatz
034806011,4809.0,48,60,11,47.0,95.73031508210606,C,B,,
031205000,1217.0,12,50,0,47.0,95.7403163375828,C,C,000000000000116767,HohlPl-Deckenanker M10 vz
032608500,2628.0,26,85,0,46.0,95.75010480038983,C,A,04156900ET0001,ZKD Metall-Lagen
034809312,4813.0,48,93,12,46.0,95.75989326319687,C,B,,
032103810,2107.0,21,38,10,46.0,95.76968172600391,C,B,,
034101510,4103.0,41,15,10,46.0,95.77947018881093,C,B,,
034105610,4108.0,41,56,10,46.0,95.78925865161797,C,B,,
034800110,4801.0,48,1,10,46.0,95.79904711442501,C,B,,
034808912,4813.0,48,89,12,46.0,95.80883557723203,C,B,,
030903800,913.0,09,38,0,46.0,95.81862404003907,C,B,000000000000115840,"RS 49,0 roh DIN3567-A"
034608610,4612.0,46,86,10,46.0,95.8284125028461,C,A,,
030605800,619.0,06,58,0,45.0,95.83798817298342,C,B,000000000000114990,HamKBef MPC M10x35 38/40 vz
034809310,4813.0,48,93,10,45.0,95.84756384312072,C,B,,
034813510,4819.0,48,135,10,45.0,95.85713951325805,C,B,,
034501610,4502.0,45,16,10,44.0,95.86650239072566,C,A,,
034705910,4709.0,47,59,10,44.0,95.87586526819324,C,A,,
030904600,915.0,09,46,0,44.0,95.88522814566083,C,B,000000000000143263,LS Eor M8/M10 NW400 vz
032004110,2007.0,20,41,10,44.0,95.89459102312844,C,B,04901910ET0001,MAN Dichtung Steuergehäuse
034507512,4511.0,45,75,12,44.0,95.90395390059602,C,A,,
034816710,4824.0,48,167,10,44.0,95.91331677806363,C,B,,
034812311,4818.0,48,123,11,44.0,95.92267965553123,C,B,,
034808812,4813.0,48,88,12,44.0,95.93204253299882,C,B,,
034800910,4802.0,48,9,10,44.0,95.94140541046642,C,A,,
034807611,4811.0,48,76,11,43.0,95.9505554952643,C,B,,
034805312,4808.0,48,53,12,43.0,95.95970558006218,C,B,,
034806510,4809.0,48,65,10,43.0,95.96885566486006,C,B,,
034806611,4810.0,48,66,11,43.0,95.97800574965794,C,B,,
034806612,4810.0,48,66,12,43.0,95.98715583445582,C,B,,
031004400,1015.0,10,44,0,43.0,95.99630591925369,C,B,04960800ET0001,Vollsatz
034303012,4305.0,43,32,12,43.0,96.00545600405157,C,B,,
034703810,4706.0,47,38,10,43.0,96.01460608884945,C,A,,
030602500,608.0,06,25,0,43.0,96.02375617364733,C,B,000000000000165679,SchnellBef MPR S+ M10 41/21-124 vz
034815710,4823.0,48,157,10,43.0,96.03290625844521,C,B,,
032907400,2925.0,29,74,0,43.0,96.04205634324309,C,A,01045100ET0001,Zyl.-kopfschraubensatz
031521410,1522.0,15,214,10,43.0,96.05120642804097,C,C,,
034809211,4813.0,48,92,11,43.0,96.06035651283884,C,B,,
034809010,4813.0,48,90,10,42.0,96.069293804967,C,B,,
032907500,2925.0,29,75,0,42.0,96.07823109709517,C,A,00065530ET0012,Dirko HT oximic schwarz 70 ml
034200410,4201.0,42,4,10,42.0,96.08716838922334,C,B,,
030601000,603.0,06,10,0,42.0,96.09610568135149,C,C,000000000000149068,Stahldübel M10x30 mBund vz
031523210,1523.0,15,232,10,42.0,96.10504297347966,C,C,,
032203410,2206.0,22,34,10,42.0,96.11398026560781,C,B,,
034801610,4802.0,48,16,10,42.0,96.12291755773597,C,B,,
031521810,1522.0,15,218,10,42.0,96.13185484986413,C,C,,
034810611,4815.0,48,106,11,42.0,96.14079214199229,C,B,,
034807910,4811.0,48,79,10,42.0,96.14972943412046,C,B,,
030805700,819.0,08,57,0,42.0,96.15866672624861,C,A,000000000000114450,Halteklammer M10 38/40 vz
031222210,1222.0,12,222,10,42.0,96.16760401837678,C,C,,
031703600,1712.0,17,36,0,42.0,96.17654131050493,C,C,000000000000135622,"Konsole MPT Q100/2000 2,5 fvz"
034807511,4811.0,48,75,11,42.0,96.1854786026331,C,B,,
034805110,4807.0,48,51,10,41.0,96.19420310209154,C,B,,
034703410,4705.0,47,34,10,41.0,96.20292760154999,C,A,,
031322410,1323.0,13,224,10,41.0,96.21165210100843,C,C,,
030723310,723.0,07,233,10,41.0,96.22037660046688,C,A,,
034812613,4818.0,48,126,13,41.0,96.2291010999253,C,C,,
034809413,4814.0,48,94,13,41.0,96.23782559938375,C,C,,
034808612,4812.0,48,86,12,41.0,96.24655009884219,C,B,,
034801311,4802.0,48,13,11,41.0,96.25527459830063,C,B,,
031204000,1213.0,12,40,0,41.0,96.26399909775908,C,C,,
034603512,4605.0,46,35,12,41.0,96.27272359721752,C,A,,
032607500,2625.0,26,75,0,41.0,96.28144809667597,C,A,0B901400ET0001,Entrussersatz
030804500,815.0,08,45,0,41.0,96.29017259613441,C,B,00860200ET0001,ZKD Metall-Lagen 2-Loch
034816010,4823.0,48,160,10,41.0,96.29889709559285,C,B,,
032809200,2830.0,28,92,0,40.0,96.30740880238157,C,A,04534900ET0001,Zyl.-kopfschraubensatz
031002600,1009.0,10,26,0,40.0,96.31592050917031,C,B,000000000000119858,"OptS Egr M8/10 1.1/4"" vz"
030603200,611.0,06,32,0,40.0,96.32443221595902,C,B,000000000000156714,SchiK MPC 400 28/30 vz
034806212,4809.0,48,62,12,40.0,96.33294392274775,C,B,,
030703600,712.0,07,36,0,40.0,96.34145562953648,C,B,000000000000151440,"SRS Eg M10/M12 110,0 25x2,5 vz"
030921110,921.0,09,211,10,40.0,96.3499673363252,C,A,,
032103710,2106.0,21,37,10,40.0,96.35847904311392,C,B,,
031705500,1718.0,17,55,0,40.0,96.36699074990264,C,C,000000000000116576,LuftKVbd 30x4 M8 KlSt20-max vz
032908700,2929.0,29,87,0,39.0,96.37528966402165,C,A,00613300ET0001,Zyl.-kopfschraubensatz
030600600,602.0,06,6,0,39.0,96.38358857814066,C,C,,
034300210,4301.0,43,2,10,39.0,96.39188749225967,C,B,,
031322810,1323.0,13,228,10,39.0,96.40018640637868,C,C,,
031205401,1218.0,12,54,1,39.0,96.40848532049769,C,C,000000000000129702,StockSchr M8x120 vz
031223010,1223.0,12,230,10,39.0,96.41678423461669,C,C,,
034303310,4306.0,43,35,10,39.0,96.4250831487357,C,B,,
034805511,4808.0,48,55,11,38.0,96.43316927018498,C,B,,
034808011,4812.0,48,80,11,38.0,96.44125539163427,C,B,,
034801612,4802.0,48,16,12,38.0,96.44934151308355,C,B,,
031221310,1221.0,12,213,10,38.0,96.45742763453285,C,C,,
034405800,4419.0,44,58,0,38.0,96.46551375598213,C,C,,
034804511,4807.0,48,45,11,38.0,96.47359987743143,C,B,,
034804811,4807.0,48,48,11,38.0,96.4816859988807,C,B,,
030823210,823.0,08,232,10,38.0,96.48977212033,C,A,,
034501710,4503.0,45,17,10,38.0,96.49785824177928,C,A,,
032908600,2928.0,29,86,0,38.0,96.50594436322858,C,A,00102300ET0001,Zyl.-kopfschraubensatz
034810710,4815.0,48,107,10,38.0,96.51403048467786,C,B,,
034810612,4815.0,48,106,12,37.0,96.52190381345743,C,B,,
032305210,2309.0,23,52,10,37.0,96.52977714223701,C,B,,
031121010,1121.0,11,210,10,37.0,96.53765047101658,C,A,,
030702000,707.0,07,20,0,37.0,96.54552379979614,C,C,000000000000119850,"OptS Egr M8/10 1"" vz"
032808200,2827.0,28,82,0,37.0,96.55339712857571,C,A,02599510ET0001,SCANI Dichtung Ölwanne
034504912,4507.0,45,49,12,37.0,96.56127045735529,C,A,,
034801710,4803.0,48,17,10,37.0,96.56914378613486,C,B,,
030702400,708.0,07,24,0,37.0,96.57701711491443,C,B,000000000000156809,StlFlansch MPC/MPR längs 38/24-41/62 vz
034806511,4809.0,48,65,11,37.0,96.584890443694,C,B,,
034406400,4421.0,44,64,0,37.0,96.59276377247356,C,C,,
032608900,2629.0,26,89,0,37.0,96.60063710125314,C,A,08337890ET0001,Entrussersatz
030602400,608.0,06,24,0,37.0,96.6085104300327,C,B,000000000000113452,GwStange M10x1000 G4.8 fvz DIN976
034809611,4814.0,48,96,11,37.0,96.61638375881228,C,B,,
032808700,2829.0,28,87,0,37.0,96.62425708759184,C,A,08801700ET0001,ZKD Metall-Elastomer
032102410,2105.0,21,24,10,37.0,96.63213041637142,C,B,,
034105010,4108.0,41,50,10,37.0,96.64000374515098,C,B,,
034302811,4305.0,43,30,11,37.0,96.64787707393056,C,B,,
034805712,4808.0,48,57,12,36.0,96.65553761004041,C,B,,
034807012,4810.0,48,70,12,36.0,96.66319814615026,C,B,,
034804510,4807.0,48,45,10,36.0,96.67085868226012,C,B,,
034506610,4510.0,45,66,10,36.0,96.67851921836996,C,A,,
031023310,1023.0,10,233,10,36.0,96.68617975447982,C,A,,
034104610,4107.0,41,46,10,36.0,96.69384029058968,C,B,,
030902600,909.0,09,26,0,35.0,96.70128803402982,C,B,000000000000156770,"SchiK MPR 400 41/41/2,0 vz"
031405000,1417.0,14,50,0,35.0,96.70873577746994,C,C,,
034800712,4801.0,48,7,12,35.0,96.71618352091006,C,B,,
034106310,4109.0,41,63,10,35.0,96.7236312643502,C,B,,
034801010,4802.0,48,10,10,35.0,96.73107900779034,C,B,,
034808411,4812.0,48,84,11,35.0,96.73852675123047,C,B,,
034808711,4813.0,48,87,11,35.0,96.7459744946706,C,B,,
034507812,4511.0,45,78,12,35.0,96.75342223811074,C,A,,
032908500,2928.0,29,85,0,35.0,96.76086998155088,C,A,05709200ET0001,Entrussersatz
030804800,816.0,08,48,0,35.0,96.76831772499101,C,B,000000000000113467,GwStange M10x1000 G4.8 vz DIN976
034809111,4813.0,48,91,11,35.0,96.77576546843115,C,B,,
031105900,1120.0,11,59,0,35.0,96.78321321187127,C,A,,
034808512,4812.0,48,85,12,35.0,96.79066095531141,C,B,,
030601400,605.0,06,14,0,35.0,96.79810869875155,C,C,000000000000111187,"IsoS Typ170EX 273,0 Iso40/100"
031606810,,16,68,10,35.0,96.80555644219167,C,C,,
034807612,4811.0,48,76,12,34.0,96.8127913929621,C,B,,
034205310,4208.0,42,53,10,34.0,96.82002634373251,C,B,,
034811812,4817.0,48,118,12,34.0,96.82726129450293,C,B,,
034812412,4818.0,48,124,12,34.0,96.83449624527334,C,B,,
030821410,822.0,08,214,10,34.0,96.84173119604375,C,A,,
034810011,4814.0,48,100,11,34.0,96.84896614681418,C,B,,
032203810,2207.0,22,38,10,34.0,96.85620109758459,C,B,,
034507310,4511.0,45,73,10,34.0,96.86343604835501,C,A,,
034805612,4808.0,48,56,12,34.0,96.87067099912542,C,B,,
030621810,622.0,06,218,10,34.0,96.87790594989583,C,A,,
034707210,4710.0,47,72,10,34.0,96.88514090066626,C,A,,
034806912,4810.0,48,69,12,34.0,96.89237585143667,C,B,,
031505500,1518.0,15,55,0,34.0,96.89961080220708,C,C,,
034807713,4811.0,48,77,13,33.0,96.90663296030777,C,C,,
031422410,1423.0,14,224,10,33.0,96.91365511840849,C,C,,
030623310,623.0,06,233,10,33.0,96.92067727650918,C,A,,
030802500,808.0,08,25,0,33.0,96.92769943460988,C,B,,
034810511,4815.0,48,105,11,33.0,96.93472159271057,C,B,,
034807913,4811.0,48,79,13,33.0,96.94174375081127,C,C,,
034605612,4608.0,46,56,12,33.0,96.94876590891197,C,A,,
034803710,4805.0,48,37,10,33.0,96.95578806701268,C,B,,
030722210,722.0,07,222,10,33.0,96.96281022511336,C,A,,
031022510,1023.0,10,225,10,33.0,96.96983238321405,C,A,,
034100410,4101.0,41,4,10,33.0,96.97685454131476,C,B,,
034604111,4606.0,46,41,11,33.0,96.98387669941546,C,A,,
034810211,4815.0,48,102,11,33.0,96.99089885751616,C,B,,
034103510,4105.0,41,35,10,33.0,96.99792101561685,C,B,,
034806610,4810.0,48,66,10,33.0,97.00494317371755,C,B,,
034800113,4801.0,48,1,13,33.0,97.01196533181825,C,C,,
034708310,4712.0,47,83,10,33.0,97.01898748991896,C,A,,
034808511,4812.0,48,85,11,33.0,97.02600964801964,C,B,,
034808811,4813.0,48,88,11,33.0,97.03303180612033,C,B,,
030621510,622.0,06,215,10,33.0,97.04005396422104,C,A,,
031102401,1108.0,11,24,1,33.0,97.04707612232174,C,B,000000000000142360,"SRS-J Egr M8/M10 3/4"" vz"
031104300,1114.0,11,43,0,33.0,97.05409828042244,C,B,000000000000107087,"DÄMMGULASTSchb 8,5x24"
034812711,4818.0,48,127,11,33.0,97.06112043852313,C,B,03553400ET0001,Dichtung Abgaskrümmer
034303010,4305.0,43,32,10,33.0,97.06814259662383,C,B,,
034816512,4824.0,48,165,12,33.0,97.07516475472453,C,B,,
034807111,4810.0,48,71,11,33.0,97.08218691282524,C,B,,
034809311,4813.0,48,93,11,33.0,97.08920907092592,C,B,,
031002601,1009.0,10,26,1,32.0,97.0960184363569,C,B,000000000000142362,"SRS-J Egr M8/M10 1.1/4"" vz"
034809911,4814.0,48,99,11,32.0,97.10282780178788,C,B,,
031123310,1123.0,11,233,10,32.0,97.10963716721886,C,A,,
032003410,2006.0,20,34,10,32.0,97.11644653264985,C,B,,
034812910,4819.0,48,129,10,32.0,97.12325589808081,C,B,,
034707610,4711.0,47,76,10,32.0,97.1300652635118,C,A,,
030802700,809.0,08,27,0,32.0,97.13687462894278,C,B,,
031120910,1121.0,11,209,10,32.0,97.14368399437376,C,A,,
034505910,4509.0,45,59,10,32.0,97.15049335980474,C,A,,
034813711,4820.0,48,137,11,32.0,97.15730272523572,C,B,,
031222310,1222.0,12,223,10,32.0,97.1641120906667,C,C,,
031120610,1121.0,11,206,10,32.0,97.17092145609769,C,A,,
032908200,2927.0,29,82,0,32.0,97.17773082152867,C,A,03722200ET0001,MB V/H-Achsensatz
034803111,4805.0,48,31,11,32.0,97.18454018695965,C,B,,
034809112,4813.0,48,91,12,32.0,97.19134955239062,C,B,,
034810410,4815.0,48,104,10,32.0,97.1981589178216,C,B,,
032003710,2006.0,20,37,10,32.0,97.20496828325258,C,B,,
031607310,,16,73,10,32.0,97.21177764868357,C,C,,
034805011,4807.0,48,50,11,32.0,97.21858701411453,C,B,,
034815610,4822.0,48,156,10,31.0,97.2251835868758,C,B,,
032807500,2825.0,28,75,0,31.0,97.23178015963705,C,A,08048700ET0001,Zyl.-kopfschraubensatz
031223210,1223.0,12,232,10,31.0,97.23837673239832,C,C,,
031103000,1010.0,11,30,0,31.0,97.24497330515959,C,B,,
031023210,1023.0,10,232,10,31.0,97.25156987792084,C,A,,
030701800,706.0,07,18,0,31.0,97.2581664506821,C,C,000000000000119882,"OptS Egr M8/10 3/8"" vz"
032204110,2207.0,22,41,10,31.0,97.26476302344336,C,B,,
031323010,1323.0,13,230,10,31.0,97.27135959620463,C,C,,
034802911,4804.0,48,29,11,31.0,97.2779561689659,C,B,,
034805812,4808.0,48,58,12,31.0,97.28455274172715,C,B,,
034708610,4712.0,47,86,10,31.0,97.29114931448841,C,A,,
034301810,4303.0,43,20,10,31.0,97.29774588724968,C,B,,
034805810,4808.0,48,58,10,31.0,97.30434246001094,C,B,,
031103801,1113.0,11,38,1,31.0,97.3109390327722,C,B,000000000000165679,SchnellBef MPR S+ M10 41/21-124 vz
034809411,4814.0,48,94,11,31.0,97.31753560553345,C,B,,
031502500,1508.0,15,25,0,31.0,97.32413217829472,C,C,000000000000113639,GwStange M8x1000 G4.8 vz DIN976
034606211,4609.0,46,62,11,31.0,97.33072875105599,C,A,,
032402410,2405.0,24,24,10,31.0,97.33732532381725,C,A,,
034606712,4610.0,46,67,12,30.0,97.3437091039088,C,A,,
034802310,4803.0,48,23,10,30.0,97.35009288400033,C,B,,
031122510,1123.0,11,225,10,30.0,97.35647666409187,C,A,,
031302501,1308.0,13,25,1,30.0,97.36286044418343,C,C,05313810ET0001,Vollsatz
034803010,4804.0,48,30,10,30.0,97.36924422427496,C,B,,
031403401,1411.0,14,34,1,30.0,97.3756280043665,C,C,000000000000129167,STATO-Kon BauS H96-152 vz
034803712,4805.0,48,37,12,30.0,97.38201178445804,C,B,,
030803101,810.0,08,31,1,30.0,97.3883955645496,C,B,000000000000119477,OptJ M8/M10 108-111 vz
030922410,923.0,09,224,10,30.0,97.39477934464114,C,A,,
034803012,4804.0,48,30,12,30.0,97.40116312473268,C,B,,
030722310,722.0,07,223,10,30.0,97.40754690482423,C,A,,
034816511,4824.0,48,165,11,30.0,97.41393068491575,C,B,,
032103110,2106.0,21,31,10,30.0,97.42031446500731,C,B,,
034801712,4803.0,48,17,12,30.0,97.42669824509885,C,B,,
031303000,1310.0,13,30,0,30.0,97.4330820251904,C,C,000000000000141489,OptJ M8 42-46 vz
031523310,1523.0,15,233,10,30.0,97.43946580528194,C,C,,
032104110,2107.0,21,41,10,30.0,97.44584958537348,C,B,,
034804912,4807.0,48,49,12,30.0,97.45223336546502,C,B,,
031103600,1112.0,11,36,0,29.0,97.45840435288684,C,B,000000000000111807,"IsoSchale TypM 133-139,7 Iso15,5-25"
034803711,4805.0,48,37,11,29.0,97.46457534030868,C,B,,
030721910,722.0,07,219,10,29.0,97.47074632773051,C,A,,
034810213,4815.0,48,102,13,29.0,97.47691731515232,C,C,,
034202510,4204.0,42,25,10,29.0,97.48308830257415,C,B,,
034803312,4805.0,48,33,12,29.0,97.48925928999597,C,B,,
034812112,4817.0,48,121,12,29.0,97.49543027741781,C,B,,
031102900,1010.0,11,29,0,29.0,97.50160126483964,C,B,000000000000162694,"BügelS Eg 160,0 50x5 LG13 vz"
032405110,2407.0,24,51,10,29.0,97.50777225226145,C,A,,
034803212,4805.0,48,32,12,29.0,97.51394323968327,C,B,,
030802600,809.0,08,26,0,29.0,97.5201142271051,C,B,,
031421410,1422.0,14,214,10,29.0,97.52628521452694,C,C,,
031521210,1521.0,15,212,10,29.0,97.53245620194876,C,C,,
030722910,723.0,07,229,10,28.0,97.53841439670087,C,A,,
031421310,1421.0,14,213,10,28.0,97.54437259145297,C,C,,
031202701,1209.0,12,27,1,28.0,97.55033078620508,C,C,000000000000105646,6KtSchr M12x60 G8.8 fvz DIN933
034303111,4305.0,43,33,11,28.0,97.55628898095719,C,B,,
031021510,1022.0,10,215,10,28.0,97.56224717570929,C,A,,
030622510,623.0,06,225,10,28.0,97.5682053704614,C,A,,
034206010,4209.0,42,60,10,28.0,97.5741635652135,C,B,,
034100912,4102.0,41,9,12,28.0,97.5801217599656,C,B,,
030923210,923.0,09,232,10,28.0,97.58607995471772,C,A,,
034100810,4102.0,41,8,10,28.0,97.59203814946983,C,B,,
034803110,4805.0,48,31,10,27.0,97.59778355155223,C,B,,
031203700,1212.0,12,37,0,27.0,97.60352895363461,C,C,000000000000113517,KonSet 38/40 mSD MPC 640 vz
034300111,4301.0,43,1,11,27.0,97.60927435571699,C,B,,
034406300,4421.0,44,63,0,27.0,97.61501975779939,C,C,,
034504012,4506.0,45,40,12,27.0,97.62076515988177,C,A,,
034807811,4811.0,48,78,11,27.0,97.62651056196417,C,B,,
034205610,4208.0,42,56,10,27.0,97.63225596404655,C,B,,
034814310,4821.0,48,143,10,27.0,97.63800136612893,C,B,,
034810010,4814.0,48,100,10,27.0,97.64374676821133,C,B,,
032005510,2009.0,20,55,10,27.0,97.64949217029371,C,B,,
030721310,721.0,07,213,10,27.0,97.65523757237611,C,A,,
034507910,4511.0,45,79,10,27.0,97.6609829744585,C,A,,
034802912,4804.0,48,29,12,27.0,97.66672837654089,C,B,,
034707310,4711.0,47,73,10,27.0,97.67247377862327,C,A,,
034801511,4802.0,48,15,11,27.0,97.67821918070567,C,B,,
